customer_id,segment,signup_date,baseline_purchase_prob
71f2c0e3-2325-4a6a-9555-72ed2e8814dc,Professional,2026-02-04,0.6
ed676f3a-cd0e-46d4-b04b-2b73d270c341,Professional,2025-11-28,0.6
c3671b89-d536-4df0-8fee-1be52bd1126a,Professional,2025-11-27,0.6
be1c2749-53c2-4e11-82ba-4bcbf808533d,Student,2026-01-22,0.15
2890c3c0-ef38-4ed8-91f1-63d95f484148,Professional,2026-02-16,0.6
4c1ac87c-d158-478f-b371-96e6d55c9e9d,Student,2026-01-29,0.15
7f3e1487-c84d-4dc7-9a31-d58e325d9534,Professional,2026-07-03,0.6
fd830eb2-b691-46ce-b3af-ca04571a246c,Professional,2026-01-20,0.6
bb3a17ef-bbf3-42dc-ac97-974204dea1e3,Student,2026-07-15,0.15
08c66dde-520f-4993-82c6-24f6bc35bff1,Student,2025-10-28,0.15
b2d39c5a-2db4-48f4-a18d-db7dc0be1ce6,Student,2025-10-02,0.15
171ba1c1-bc06-4516-812c-223df6ca47c1,Professional,2026-04-18,0.6
7dbe3db8-daae-408d-8281-53cad19f4687,Student,2026-06-23,0.15
5052f801-8104-4229-bfec-abdcfb9c2384,Professional,2026-06-05,0.6
8f35abbf-1ed6-4f27-9077-8f8f2152a654,Professional,2025-11-09,0.6
5006d68b-b5cf-4af2-bae5-ef599f7ec081,Professional,2026-01-06,0.6
eacd410a-28c2-41b6-8098-9905d5d057a5,Professional,2026-07-28,0.6
6df5693e-9479-499d-aa57-c03e3cde4e32,Professional,2025-10-01,0.6
c1afab04-5c0a-4f4f-bf6a-e16a63dbed9f,Professional,2026-07-23,0.6
49046505-ce00-4b44-8abf-ad83a838975b,Student,2026-06-24,0.15
1d149b86-1120-483f-8514-d9019b723266,Student,2026-05-18,0.15
c26b3005-bfd4-43c6-96ab-ecac859dee5b,Professional,2026-01-23,0.6
485d3457-abee-419d-96aa-29e95eede6b5,Professional,2026-01-10,0.6
bbd6f749-eca3-449c-b9bc-4b023b3cd76c,Student,2026-04-16,0.15
b8de6473-0f15-4185-9d23-37ca1aca13c0,Professional,2026-01-19,0.6
c2c2e861-da7b-46bc-8b4c-89849b1ef6e1,Student,2025-08-31,0.15
6a0605f8-ded5-4de6-85f8-dd7ea1f64071,Student,2026-01-30,0.15
c62da150-36b3-4390-b71e-e0ea0448a7db,Professional,2026-07-14,0.6
d763a881-bc81-4346-8cde-632d324f4bf7,Professional,2026-02-27,0.6
1d6ff185-7b85-45a6-9096-28ea8e9566d3,Student,2026-01-06,0.15
d35a082c-b736-46d8-b2ed-c73f6228da07,Professional,2026-05-21,0.6
ae34db85-4283-4fee-957f-86411615e4db,Professional,2026-01-06,0.6
8f90e5fc-e5a4-4395-ade8-e038725c6bc1,Professional,2026-03-07,0.6
61d4419c-2715-4466-a91a-d6c9c563c21e,Student,2026-08-12,0.15
2eb59b5b-9625-4712-8b1a-3b12f6417207,Student,2026-02-19,0.15
4b145723-9835-40d4-9062-f8044c4aca30,Professional,2025-11-14,0.6
c9b2163a-22bb-449c-b465-671944f6150f,Enterprise,2026-07-11,0.85
1dc1c7c7-9876-4946-a1a1-e17ad78f96a3,Student,2026-04-13,0.15
af89a668-011b-4c3d-b597-3321232f583b,Professional,2026-05-09,0.6
9473bc96-d54b-4d42-b817-366c938ab5ff,Student,2025-11-12,0.15
5ec5cccc-b29d-4994-94c1-bddbb89998ca,Professional,2026-04-19,0.6
3c394107-be99-429b-ade3-0501fd703e54,Professional,2025-09-11,0.6
be8530ea-3fa7-4710-aac0-d3c46a565037,Student,2026-02-16,0.15
c377ab3b-875d-4435-bdbf-b44a887e115f,Student,2025-11-15,0.15
285de620-cef0-4ec7-aa42-511285c3a52e,Professional,2026-05-01,0.6
f681ea80-04af-4a67-861f-1ea16c7a6267,Student,2025-12-09,0.15
4be430bb-3cd8-4bce-9cee-d830f6d55fd0,Student,2026-04-10,0.15
428796f1-c157-4aab-bd03-5f7426672ee7,Professional,2026-01-12,0.6
06b69cc8-ede6-4057-98ac-4d5b6d5ccfa3,Student,2026-03-06,0.15
b116944d-eb65-4592-a008-62013af4af91,Student,2025-10-14,0.15
0e7ac6f4-6b2d-46da-a12f-7c2202ea0c83,Student,2026-05-21,0.15
e5b94ced-1452-47ba-a84d-539df352bc1c,Professional,2026-02-26,0.6
ec8d0a65-f212-4ff4-8e24-3d7d96998fe3,Student,2026-07-04,0.15
53a90f46-c9f1-45e1-b579-b0042f48d37d,Student,2025-11-03,0.15
3b287c04-c0c3-4bda-8ac6-2c3857151876,Professional,2026-05-04,0.6
28ce0591-8538-4430-aa12-9a1b9f41bc2c,Student,2026-06-05,0.15
ef0fdf70-8b93-4a28-a312-f840a6cb143a,Student,2026-08-23,0.15
cfe96873-60df-44bb-8dc6-781b3276565a,Professional,2026-07-02,0.6
bd07b6c2-fefe-450d-998b-f720377d3d3a,Student,2026-01-13,0.15
44435abd-7594-4d7e-9a7f-0551ec7b8879,Enterprise,2026-04-21,0.85
4b86ecd0-366d-43b2-b6e8-f176eae47b64,Student,2026-03-06,0.15
46c12cf3-a347-4622-8411-5a885025eb02,Professional,2026-02-08,0.6
f2bbf6f5-e293-4300-9100-5ab851b55271,Student,2025-10-05,0.15
eee4b1ea-d25b-49ff-b84a-6161092689d7,Student,2026-02-22,0.15
9bb6721d-7953-4a39-adc0-16377d446334,Student,2025-12-13,0.15
724507bb-91f2-488c-9267-6b2c5d6574f8,Professional,2025-10-04,0.6
cde33b79-dfce-4943-a89a-6217bc356fb7,Professional,2026-02-08,0.6
ef1570fc-4c19-4b98-ba07-c617c0796026,Student,2025-12-28,0.15
97369a58-2563-46c9-9bc2-b28d035a640e,Professional,2026-02-05,0.6
62757fc5-cd4e-461d-8364-af16ab341a94,Student,2025-10-03,0.15
2926a56b-c973-4e4d-a547-a163eeaec381,Professional,2025-12-09,0.6
46ca825f-6bf7-4f73-9ac8-76ecb8b64c25,Professional,2025-09-13,0.6
c808b364-b94b-4b4f-83a6-d89838ffddc2,Professional,2026-03-31,0.6
4862406f-d8fc-4dca-82f7-b5d0350be22e,Student,2026-02-07,0.15
cedf00c3-c1b7-408a-97d9-4a6be204eba0,Student,2026-04-19,0.15
81aea43f-936c-4b41-bfb2-8f498e1cb121,Professional,2025-08-30,0.6
37ec49c2-7e69-4442-ad57-dba78cd7ef45,Student,2026-03-27,0.15
cae3dd3f-36dd-4f27-929c-48acee983b44,Professional,2025-10-31,0.6
7b3d3e39-fae8-4d7d-a1c6-824ff83026c4,Student,2025-12-16,0.15
1b9181d0-632b-4619-b29b-b28bbb732081,Student,2026-05-05,0.15
fab7a352-831e-440a-a3ee-7180eec865bd,Professional,2026-06-26,0.6
5028f1b6-b96a-4570-9a4a-83d7ad7eb513,Student,2025-10-25,0.15
357e94d6-f7b9-4782-83ab-43f42470e59d,Enterprise,2026-07-19,0.85
fc84f32c-6151-47aa-977c-1322abc78c70,Professional,2026-08-16,0.6
c8f799bb-d561-4fcd-8d32-c9eb70c054d7,Student,2026-03-31,0.15
9a9fd07b-88cc-45f4-b593-5147cc29704a,Professional,2026-04-16,0.6
a4f42bd9-5ce2-45fa-b61a-4aeae6515358,Professional,2026-07-02,0.6
b9907ae8-8a64-4c82-b96b-af1ce6772954,Professional,2026-05-01,0.6
908daa69-825a-4ec9-8364-43abaf8a9d53,Student,2026-05-13,0.15
26ded987-6126-4257-a711-87b916c7fd0e,Professional,2026-01-10,0.6
81d784b1-e020-4424-9bbe-398f3eba7bd1,Student,2026-05-18,0.15
2212e049-ff4a-4e43-9389-9ea76aa0ee7b,Enterprise,2025-09-21,0.85
5d22b790-ed5e-47e1-a20f-8f63b90e331d,Professional,2026-03-15,0.6
c4038af5-5c6e-4e70-9b73-a04fafad9d0e,Professional,2026-03-09,0.6
20f0de38-f60c-42ca-8fe6-6492166126b4,Student,2026-06-18,0.15
3a55d8ae-f68a-4005-b29e-40c33aca4aa9,Student,2025-11-21,0.15
e2077725-35b8-4a12-9376-12bf749c94f2,Student,2026-04-12,0.15
af5d1bfc-c367-4ee6-ab7e-e0e02839e521,Professional,2026-04-19,0.6
43c3ec15-c348-4db4-a0e0-a93d1cb5a08c,Professional,2026-08-03,0.6
7e38ad07-5f91-4962-94b6-57dce61816df,Student,2026-07-18,0.15
239e20e3-8a90-478f-9767-a939d50f15f5,Enterprise,2026-07-05,0.85
91c1069e-96c8-4b45-956c-990a408a18ed,Professional,2025-11-15,0.6
f0873270-736d-4f0a-9fdf-f73beac96f27,Professional,2025-11-21,0.6
27fab0c5-4552-4d08-9b91-23b1e4679a88,Professional,2025-11-14,0.6
656aa5fb-d2f0-4728-802e-f9f409b83cca,Professional,2025-10-12,0.6
98501a85-c9d5-4c57-910a-cab9a5ba07b6,Professional,2026-08-21,0.6
fba803c0-934a-404f-b857-f009b8116cb2,Student,2026-07-07,0.15
b138a067-2066-4662-8262-afa4c5301b9c,Student,2026-03-06,0.15
60bd209d-03f8-4d5c-9cb5-a32f607a4d58,Enterprise,2026-07-10,0.85
3d691ea8-eb34-42d5-b8a8-317d2c41bc0f,Enterprise,2026-05-18,0.85
55c46d08-d676-4d7a-8b82-45f86a87511b,Professional,2026-07-19,0.6
e78de840-6f0b-4a95-8d0f-741684ae20a8,Enterprise,2025-10-27,0.85
44e64c99-418f-4fcf-80d0-208020bd360f,Enterprise,2026-05-18,0.85
ea082ed0-5bff-471e-9241-5b32cb7c4e92,Enterprise,2026-05-01,0.85
0ec4a556-efeb-4b87-a4cd-9f840de3b71e,Student,2026-03-17,0.15
95c55091-8d0c-47a0-85a7-c45785a04e87,Student,2026-04-19,0.15
3810668e-d784-4b42-aa0a-48de75f3d752,Student,2026-01-14,0.15
82859383-9344-4a60-85db-a5c9ee2e44a8,Professional,2025-10-06,0.6
57204ed6-dbdc-4bcf-a527-22dae28a4b9c,Professional,2025-11-18,0.6
178945f3-d395-446b-9cc4-50277dfbb9bc,Student,2025-09-17,0.15
1fd45801-a77d-4837-997f-f05bcb37fa28,Student,2026-04-20,0.15
8ee25776-3187-4076-9410-2cf3a8817de8,Professional,2025-11-25,0.6
23de25ac-b83b-4e90-8d6f-22ea9d7ab17b,Professional,2025-10-30,0.6
b36ce2ef-b9fc-48e0-85b9-7caabef6b474,Professional,2026-07-17,0.6
6fe3c7da-62aa-4e24-bfc3-73ee1d106f6b,Student,2025-12-21,0.15
65485776-cee8-422e-b10b-56450a1966bc,Professional,2025-10-23,0.6
ea083065-7db7-4364-9de6-79c73c3c6197,Professional,2026-08-12,0.6
c7d0e95c-04b3-437c-94d5-9ec61d55abad,Student,2025-10-16,0.15
1fe5c8d6-c500-4a71-8f13-ae4e16e2f3c4,Professional,2026-08-05,0.6
f5452ab7-0eae-4c10-9b00-51727a388954,Professional,2026-04-05,0.6
0503e532-1a42-4a84-a5ae-8287ab406d2a,Professional,2026-04-04,0.6
2c14a506-18ea-4dc7-b20b-d082a7af3d09,Student,2025-10-07,0.15
8228ba5f-c3ca-4817-b30b-393a90df9cd0,Professional,2025-09-17,0.6
9bc32bc0-87d2-4a0d-bd52-4eb56f0599b1,Student,2026-02-20,0.15
36bffb0f-5964-4965-b4fe-2b2fa7708761,Professional,2026-04-22,0.6
97edf51d-1eac-4977-aa49-06fc3dff40d2,Professional,2026-06-28,0.6
7ffbf158-d613-40f2-9acd-45d45de5be40,Student,2026-02-26,0.15
0738048d-d6d1-44d5-b7ec-cbbd33c50cf1,Student,2025-11-27,0.15
88c83f6d-f77e-4d14-8d3f-3ace88e29898,Student,2026-05-16,0.15
92d4d25d-703a-4d60-a542-0f097db2ad8d,Professional,2026-07-03,0.6
be494abe-7e17-4408-baaa-542d3cd282a3,Student,2026-05-09,0.15
a5a85389-85a6-470a-835c-a9e52775db7a,Professional,2026-02-10,0.6
0951523c-b7d8-470e-b4b3-5277d7fa4220,Professional,2025-09-09,0.6
cbfaa61a-ac3a-4225-a61a-91504929e2f7,Professional,2025-10-18,0.6
9de42210-566d-42a6-a47a-59ae85c56f84,Student,2026-04-03,0.15
d861148e-0fd0-4536-8467-09f638d61cc4,Enterprise,2026-04-23,0.85
8c248f1e-a948-413f-818e-b819c75238a5,Professional,2026-03-31,0.6
0d26a3e3-75bc-449a-9162-ce822c58398b,Professional,2025-10-10,0.6
921ac775-23bc-4817-8e95-05f875c35999,Professional,2026-06-28,0.6
37e009ff-abaf-412a-b111-2432c0df6ddd,Student,2026-01-08,0.15
7786eb89-1c1a-4f84-90dc-d649ac3bc36f,Student,2025-10-11,0.15
db854b7f-0048-4ce6-aed2-039ac94bc690,Professional,2026-04-18,0.6
0a91ea4a-a87c-4db5-8a42-e6b105080d8c,Student,2026-08-24,0.15
2a0ee89c-c61d-4fec-9136-402cc0edebb4,Professional,2026-05-21,0.6
57c5648d-5c7a-4d80-97ff-5c4e531f1be2,Professional,2026-07-08,0.6
29beaf1e-0bf4-4119-85ce-9439fa5596ee,Student,2025-12-31,0.15
52af4dd2-cafc-451b-b984-4a37336c3fb9,Student,2025-11-26,0.15
0c60bccf-40a2-4a39-9d33-13589174d4e2,Professional,2026-02-14,0.6
f6c9634c-f871-47e0-a74d-b4b17bf76597,Professional,2025-11-20,0.6
157c24c6-1c0e-48b0-a600-98dc77ed68f2,Professional,2026-06-10,0.6
7fa03857-3c6f-459b-b5a8-b457270fd121,Professional,2026-05-31,0.6
983080f0-9062-4d4b-8b37-d9833a87325d,Student,2026-01-17,0.15
749c44b8-b60d-40bc-b4f7-7e7daa7836d4,Student,2026-05-23,0.15
ae088fb7-65c4-4e41-bbc0-f785e1b0b867,Professional,2026-02-02,0.6
697b237b-8d1a-4b64-bf8a-e8a5f7d467ce,Student,2025-09-18,0.15
2628aa45-5282-44c2-a9cf-200722490e25,Professional,2025-11-09,0.6
36d2a65e-b41d-4c0a-bbd1-6ac043e00b66,Professional,2025-09-02,0.6
be62396d-72c1-4584-9968-8436887b1792,Student,2026-08-15,0.15
eb2cc0f3-3ab4-4c29-a8cf-e9bbec45be15,Enterprise,2026-05-17,0.85
b81969b9-db24-44a7-bf60-0858cc9080d9,Student,2026-01-14,0.15
42ca1eff-5fe0-47c0-a12b-77fedbca266f,Student,2026-03-31,0.15
e73ab095-1d9c-461b-b975-9d4e2a45607d,Professional,2025-12-11,0.6
02673754-b891-49cc-ab18-8931dabc3a01,Professional,2026-08-21,0.6
1418f90c-b523-454b-afb7-4c608c0c9899,Professional,2025-09-23,0.6
3f2e7a86-ee2e-4109-9418-6918c113ce2e,Professional,2026-03-18,0.6
15ae2d43-369b-4867-bf5e-a0a5641a6a42,Enterprise,2026-03-26,0.85
6d8c4eaa-622b-46e9-8436-971e7bbe8b80,Professional,2026-03-15,0.6
152bd505-43bc-4a64-8f3b-bc92ce093638,Professional,2026-02-27,0.6
bdf77231-e838-4977-a37d-8f9db8b92865,Professional,2025-11-30,0.6
e2579d84-7202-4d6c-81a0-39a6f27e3e41,Student,2026-03-10,0.15
da73bf91-6972-4ffe-8c55-c23aa2f2ef2e,Enterprise,2026-07-12,0.85
e8ce7ee2-7edb-400a-9a01-1bc4add6d4eb,Student,2026-08-13,0.15
c9146250-144d-48a3-a05f-0b26a3bf6bea,Student,2025-12-15,0.15
98f9cdf1-58c2-485e-8238-a3689756a895,Student,2026-07-21,0.15
5cf073d3-81b3-4e7e-b058-b4434e81c0fb,Student,2026-05-27,0.15
9b125866-aa29-43f6-b55c-01ba8cf7c978,Student,2026-05-27,0.15
61463356-bf69-4b88-9683-f2b8ce49173c,Student,2026-05-02,0.15
40edd11a-11cd-4ef7-9195-53b6b57f4e9c,Student,2026-02-10,0.15
ed9389da-a6fe-4642-bdb2-5211108aa00b,Professional,2026-05-03,0.6
8d472b43-2c9d-4689-885c-96c5799ebcee,Professional,2026-01-20,0.6
d5b9a486-5e66-4ea8-b863-8c61b435cb18,Professional,2025-12-19,0.6
5aaf02cb-3917-408f-96fa-69fb508189b3,Professional,2025-09-02,0.6
f3eb6674-ce5e-4115-b849-d76ef5b51b14,Professional,2026-02-14,0.6
357ed0b4-01d4-4867-8dd6-11b72479491d,Professional,2026-05-18,0.6
4d6d9adb-811c-4f17-90df-ec8072c2d43f,Professional,2026-05-21,0.6
a5050454-1689-4e58-828f-f2c632426981,Student,2026-02-16,0.15
1e7b9958-86e3-4840-8a0f-ceabe770df19,Professional,2025-11-30,0.6
0c58bf7c-0c92-43b3-a638-457b4b18b304,Professional,2026-08-12,0.6
c8226397-56ed-4cdc-ab51-b06fafa1139e,Professional,2025-09-04,0.6
adaa0f02-e210-4dc8-a584-27d121ffa245,Student,2025-11-25,0.15
3efb07ef-8aea-41bc-98f5-47f0c988b0df,Professional,2026-06-02,0.6
50cda5f9-84fc-43e1-9ddd-b11e31b1d0ba,Professional,2025-09-17,0.6
cfaeeab3-8ea2-4a95-af85-3f3fbc415651,Student,2026-08-06,0.15
cb1ebb10-da63-46b3-998a-5547aeeb0c99,Student,2026-01-04,0.15
32042cd2-159f-4335-a219-d913eda569a9,Professional,2025-12-03,0.6
dbd39897-74fd-4c7d-8a8b-9dfd5449a63f,Student,2026-01-31,0.15
b6698bf2-5bb7-4f78-b2bc-78c5d7ba2184,Professional,2026-07-04,0.6
af9afd0e-4926-4943-ad91-ac9f29898e5f,Professional,2026-04-03,0.6
653803a5-7a5f-4d95-9fab-afe32bfc1a93,Professional,2026-05-18,0.6
501a4e06-7808-462d-9513-c8738f2793dc,Professional,2026-07-03,0.6
8a94828c-003c-4bb9-b019-da069a923ea8,Professional,2026-06-29,0.6
d0f7c01d-eca0-4234-9c50-a1fc202c1e41,Student,2026-02-25,0.15
57746bec-e7e5-49be-b2cf-9d6323f71403,Professional,2026-01-14,0.6
db52d72e-c1ce-4540-bc03-13c057868047,Student,2026-03-15,0.15
6314167a-2fd3-4468-b116-b2c1b1e0ee92,Professional,2026-01-02,0.6
2609c185-d1ec-4362-9589-41214540bca7,Professional,2025-12-29,0.6
b35c8704-7c03-4887-89c6-bbab4953dea6,Student,2026-06-12,0.15
eb3c8f8e-ef57-4b48-9eca-cc9700cda038,Professional,2025-12-15,0.6
a4175f0f-0472-4250-92bd-69fc26b6734f,Professional,2026-03-04,0.6
45e08b61-0ade-4eb4-8ecd-495bc7d8fc87,Professional,2026-03-08,0.6
63696182-e84f-4894-a37e-2dbaa6a0b67d,Student,2025-11-15,0.15
2902c7a3-dc23-430f-9f18-db181d9e1c0e,Professional,2026-08-20,0.6
a9110b91-6c44-46cf-bb16-b00261ffc8e0,Professional,2025-09-20,0.6
0a70634a-09bb-4fbc-b968-93ddbeda39e9,Professional,2025-10-08,0.6
46344392-18ce-49f2-b70d-5d8d8df5b8d7,Professional,2026-04-02,0.6
cb7d7bd0-d682-498c-85e8-ac82fd9a8418,Enterprise,2026-01-20,0.85
ebe98054-7807-4dbc-832b-3990baa3522e,Professional,2025-11-06,0.6
74f17a72-374d-4aed-a6a2-b779ac353dd5,Student,2025-11-23,0.15
dcc16840-3322-4cd1-b5ae-0a996620768f,Professional,2026-02-24,0.6
22d8b913-2aa8-4fa0-8e42-5991c2e0e3c4,Professional,2026-02-04,0.6
8ad362dd-5227-477d-a120-c0452e8be386,Enterprise,2026-07-17,0.85
ef51f66b-b275-41c0-8508-1cd782a8365d,Professional,2026-03-05,0.6
5c7b3dec-e0c4-4e49-b1a5-5307ec23826b,Student,2026-01-17,0.15
648cc0c4-c7fd-4717-8c25-764906edda7b,Professional,2026-03-30,0.6
3cb446db-7dfc-4da6-862d-5e15252c1934,Student,2025-10-12,0.15
524a2857-b242-4eea-9734-12c546b97ceb,Professional,2026-08-24,0.6
658bcb1c-3755-4137-a972-25d73b4f168d,Professional,2025-09-11,0.6
1860b3bd-2209-4e56-90d7-2aa7a78214ec,Enterprise,2026-02-15,0.85
d9afe311-84d7-48c3-a84f-67b948383b0b,Professional,2025-10-17,0.6
47e43f24-f5df-454a-9e99-7a3f5cf34042,Professional,2026-04-30,0.6
a9fe6736-baae-4591-a9a9-83e7717b7f55,Enterprise,2026-07-12,0.85
1dfa6e30-efca-438c-84f2-179e71c3700a,Enterprise,2026-03-05,0.85
c79158d2-c17a-4c1f-bfd6-740f9da43add,Student,2026-03-29,0.15
00a7ccf0-2f8d-4ebd-9928-ebd6caecbb33,Student,2026-01-24,0.15
67f8bede-d6db-4ddc-bc5e-4047badc880e,Enterprise,2026-01-08,0.85
eff8ec82-752b-4758-b4fe-732ee88f3b5e,Student,2026-03-31,0.15
0be67091-b079-49ac-b85e-246f79fe3ce7,Enterprise,2026-07-09,0.85
10c836ac-9566-40fe-83bd-394625567f98,Professional,2026-08-11,0.6
193b05d6-6c6a-4a30-9e26-f8d2e4358058,Student,2026-08-24,0.15
ed9ca25c-f7bd-4388-955f-a721bcbfebf9,Professional,2025-12-09,0.6
7e33150f-1adb-4515-a00e-3c2455b7fe77,Enterprise,2026-08-13,0.85
aeec13b2-20f7-403b-be6f-397019cfc08b,Enterprise,2025-11-26,0.85
4c15e7d3-3964-468c-86e1-783334272486,Professional,2026-03-22,0.6
cc8fc1d4-8634-4751-b085-93f678cba3ec,Student,2026-04-25,0.15
0380b08c-d191-4af2-ad63-cc7faf60bc83,Student,2026-05-27,0.15
8102bd02-abbd-4ee2-ae3d-e3f13eed5500,Student,2025-10-13,0.15
2f70398f-5f8d-4643-ba89-51e2a3e21169,Professional,2026-01-17,0.6
367c5c2c-d423-4bfd-8fc8-503b18b680a5,Student,2026-01-09,0.15
842e09e5-3154-477c-acc0-bbee641a492c,Enterprise,2026-04-02,0.85
361230df-249d-4632-b9c2-201a66224f9d,Student,2026-01-25,0.15
b5eca1a8-b6da-4bc3-ad89-559042829640,Professional,2025-12-28,0.6
12c59949-37fd-4e2c-a38d-7394e357471b,Student,2026-07-10,0.15
f82f493b-827e-4d2f-bec3-57c1f339bf44,Student,2026-06-04,0.15
c3d159c9-215d-444c-9bf1-266f50811de6,Professional,2026-02-09,0.6
eaf0db94-f6fe-4880-8e3f-19097b330239,Professional,2026-08-15,0.6
a508b95d-4d81-42f3-9051-6d8d9e0da444,Enterprise,2025-12-26,0.85
f957f13d-29b9-4a04-82e6-b1e2cb653126,Professional,2026-08-20,0.6
433b67a3-ee21-4e09-8734-eb7d2e0080dc,Student,2025-11-09,0.15
383001e1-e5c5-4661-bfa2-d64f0030ca7e,Professional,2026-04-01,0.6
3a9781f2-89b1-4eff-a7bd-30e7b8c69150,Enterprise,2026-03-01,0.85
c21ad507-ac98-4790-aa99-7537872cb9ea,Student,2025-11-16,0.15
b9fb82e2-cfa4-4b7d-9e47-62de9a0a4ba5,Student,2025-09-17,0.15
2359c267-5618-4fcd-bd7b-10c77ca9e019,Professional,2026-03-01,0.6
783797f6-bb65-41e8-bd28-916744a97b2d,Professional,2026-05-19,0.6
1cd3c71d-c11e-464e-ba46-aaac0a497a0e,Student,2025-10-18,0.15
622a1df6-2e3d-4d72-9959-514ddd8b23e3,Professional,2026-02-09,0.6
149c8019-023c-4bf8-8d6b-eb83c9959142,Enterprise,2025-09-01,0.85
4f9a4201-aacb-4ecc-9e8e-4150ddc99987,Enterprise,2026-08-02,0.85
7fb6b9aa-98cb-4eb7-8cea-0f1be75fd07d,Professional,2026-03-13,0.6
da7a03f1-2d04-4f73-9798-c214ca7a85a4,Professional,2026-06-03,0.6
579b688e-a32d-422a-93d9-ac7086c39a63,Student,2026-06-08,0.15
c4ebf8cc-6c88-4287-a449-5da4db58ce83,Student,2026-08-24,0.15
1f4f8419-1662-4adf-b0e5-f3f890ef5f8e,Enterprise,2026-02-01,0.85
2316109d-5377-44cd-9b05-dbe9ffab4fb8,Student,2025-11-10,0.15
48a09106-ecff-461d-a69e-d04e223ea69b,Student,2026-05-22,0.15
c86ae4de-98e5-4e87-9533-d2063ba208ad,Student,2026-03-24,0.15
d34aa279-eab6-4e10-a47c-88464083cda4,Professional,2026-04-29,0.6
eec523ec-74ce-418d-85bd-ca7c052bd1d2,Professional,2025-10-23,0.6
45cc70d4-7152-4392-8381-23707095452d,Professional,2026-07-02,0.6
3746dc6f-e74a-4184-ae4e-65fadf6bfec6,Enterprise,2026-01-15,0.85
5aa756f5-c84a-42b0-afa8-6432610256bc,Professional,2026-05-05,0.6
02c1f1ed-1550-4425-a0ef-f9803b53bec7,Professional,2026-01-30,0.6
7a930bfa-e640-4a97-8831-53d554309349,Professional,2026-06-20,0.6
b407ff71-cf2a-468e-8f24-91a3423d1486,Professional,2026-05-14,0.6
858420c2-ec12-4835-9c58-5fb73ff57207,Student,2025-12-16,0.15
525e2a7c-e570-46c1-8f12-761caa3950d4,Enterprise,2025-10-23,0.85
3cc58ba4-378e-4700-ae18-715fb9bc3580,Professional,2025-11-12,0.6
23be37e5-b369-4146-aa78-831670579ba8,Professional,2025-10-21,0.6
5abcadb1-269a-4c87-9a53-28137ea0be7e,Professional,2025-09-24,0.6
4dc384ad-b34f-4682-82a7-2d4617d3f34d,Student,2025-12-21,0.15
2be30e78-2888-4a51-8877-b7379ff739b0,Professional,2026-06-05,0.6
49e87366-ba8f-4cd1-b745-2991b5778aec,Enterprise,2026-04-09,0.85
13d85661-e1df-426d-b8fe-8712ad4d9eac,Enterprise,2025-09-29,0.85
