customer_id,segment,intervention,converted
c4f5e2bd-e749-4c0f-98f5-819bac72e900,Professional,5% Discount,1
125f9352-c0c5-4b8e-8ca4-02c059412b0d,Student,None,0
9300a760-5c3f-4727-aa70-b5d1eea885fe,Professional,5% Discount,1
667f0d40-d70b-4d7f-914d-3d65b26cd490,Professional,10% Cashback,1
9dd80775-d8e7-4f35-b9b8-87c5be5f07ec,Student,10% Cashback,0
1dfbba63-3830-4414-965a-1d279267baff,Student,Free Shipping,0
af6349a5-b1bb-4a0e-b876-3a6fbe547440,Student,10% Cashback,0
92de51b3-3af7-44b9-a307-1f87b4812fd1,Professional,5% Discount,1
e087f0e4-0daf-4aa9-a07f-79b4fdb4d82d,Student,None,0
92f633b7-cb71-40a9-9f16-0b17b76dfe05,Professional,10% Cashback,1
9612a8a3-b9a4-4d3a-bafc-560c7ad5c956,Professional,10% Cashback,1
b5e9d8aa-6e5a-4b14-b577-657a06948eab,Professional,None,0
846c35fa-bb4e-420a-b319-3d48110d4ada,Professional,10% Cashback,1
2f916b18-ea30-4b28-9274-038968b199e4,Professional,None,1
2c194a13-bc03-4d9e-9375-d6963acf0735,Professional,None,0
4ace0027-c76d-4b8f-8087-998c8daefd49,Student,None,1
5feefc5b-a452-44ca-a10e-e6d93593f0b7,Student,10% Cashback,1
9a80e110-0ead-46c0-a7e1-8d37bec13cc6,Professional,Free Shipping,1
56bb4115-2dc3-4d08-9844-e732c940897e,Professional,None,0
f909fbc9-0452-4e1c-a409-5f94487714ae,Student,10% Cashback,0
0eb3f1b5-cea6-4a2a-b96f-27945c56786a,Professional,None,1
ef5e7a78-90e4-4d73-8411-b62e6bc358ad,Student,Free Shipping,0
be804ec6-d33b-4463-bc8e-12bcf5c3722b,Student,10% Cashback,1
33e47127-13d4-40de-bab1-067accad93a7,Professional,5% Discount,1
efb30902-1f5a-476d-ac47-3ad9f8b0d749,Professional,5% Discount,0
e84cad26-3294-4490-8e88-7898b6eeb51f,Student,None,1
8ddda33e-a506-4253-91b7-d2895c8974e0,Professional,10% Cashback,1
2355a73e-e096-4f45-9045-1d573f884b99,Professional,Free Shipping,0
72759b05-00c2-4a56-bac1-fed06c2fbbc3,Professional,None,0
609638fc-0c40-4a95-a0f2-e5ba84260d26,Student,10% Cashback,0
286be6de-93c5-44ba-a718-0968ed6d1858,Student,Free Shipping,0
49b52206-bc41-46c4-b2e0-27212ab2fc9e,Professional,None,0
7628623c-6d1a-45fc-a28e-e7d62feb876c,Enterprise,5% Discount,1
b5858d65-8bf0-4c5f-b518-7579541af862,Student,Free Shipping,0
73e053c7-2ca9-4262-8011-8a4ad111e479,Professional,10% Cashback,1
c648b31e-aabb-4033-a372-e5f45d7d950c,Student,None,0
b111bc3a-3006-49f9-bc95-559ca55fa293,Professional,None,0
1fb4d6c4-f7c3-4f0b-8d71-04627f87ee27,Professional,None,1
a05edfad-d452-4c98-ade2-ade38fcbeb85,Student,5% Discount,1
fca97b2f-d43c-4c0d-a58a-2781b324f7f4,Student,5% Discount,1
2772c83b-ce70-4361-a917-101060192969,Professional,10% Cashback,1
6a08bda0-c94d-48d0-b510-acb08664e851,Student,None,0
84810e13-83a5-44a0-9fb0-726080aa2d28,Student,None,0
fbffadda-2946-4345-b9f2-a3e8258cc89c,Professional,5% Discount,1
c3e26cbe-eff2-4e0f-9daa-5f25864ebab2,Student,10% Cashback,0
5af79ec6-477c-4888-a0dc-b6ec61b3db8f,Student,Free Shipping,0
e979416b-b760-4c0e-ab38-3861a48fc1b3,Student,10% Cashback,0
36480a9a-33e0-42fd-9a13-855bc711220e,Professional,5% Discount,1
786218d5-d4c7-4c79-b6f7-9d69daa6d3ce,Student,10% Cashback,0
6ae3cd6d-a5bb-40e2-b8b0-4e285293eb04,Student,10% Cashback,0
fc89f4d3-14f3-427e-aa04-8e6f7916273b,Professional,None,0
b20887f3-c0e2-4a7a-b332-0aac10b72735,Student,Free Shipping,0
d4b1ec8c-76ff-4b13-a3e3-e634d665e3ec,Student,10% Cashback,0
5c6766b5-808b-4f0f-a8fa-517034085fd6,Professional,None,1
f410ea3b-8a50-412f-bce8-491552aebf59,Student,None,0
43448489-9cd1-4f15-8666-7af925b3295d,Enterprise,None,0
980197c3-5fdc-4d89-bf6e-1c689a52a2fc,Student,10% Cashback,0
ffe8cc17-57ba-4ad5-b50f-a247464cce79,Professional,None,0
eacdfd04-a7fc-41be-b33a-720e110f18b8,Student,None,0
2ed385b7-01c7-4e1a-8082-ce7c0b46e87a,Student,10% Cashback,1
97204721-367b-48b1-8ee7-12c47d7be420,Student,None,0
4df3adc4-a26f-4ea9-83f9-5fc5ded97b23,Professional,5% Discount,0
e7308ddb-54bf-4767-b373-444d020c43f2,Professional,None,1
3a8b66df-eb78-40d9-a486-6064a4c7329f,Student,10% Cashback,0
16524853-1afc-48c0-824b-04701816a9fd,Professional,None,1
5421a1be-592b-40a9-9294-51e4291a336a,Student,None,0
8d1357b0-c048-43c7-853b-91cb5b34ca58,Professional,None,0
dfc2f1f5-0eef-459c-bc70-276ca8bfa6fa,Professional,5% Discount,0
a3ffa89c-9168-41a0-9f3a-6d3e8562d010,Professional,5% Discount,0
d6a23eb5-fd20-419b-835f-9e53123ff86d,Student,None,0
c48324c3-38b8-4f18-ba1c-28f60a8e934c,Student,10% Cashback,0
d5f86e5a-cb51-4442-a463-cd14bec70640,Professional,None,1
6a2a88c1-400e-487f-b6d0-efcb0e7b7169,Student,Free Shipping,1
bda79b58-8708-43e0-99bc-b8ebbeb0ca79,Professional,Free Shipping,0
26c200a9-67a7-4518-a67d-1db9718cee9f,Student,10% Cashback,0
f8615bed-be3f-4c6c-8315-35ecb363ef05,Student,10% Cashback,0
3617bb9f-6fa6-46f2-aaa2-3687fc046fc6,Professional,5% Discount,1
dc4b05f5-1d58-4364-8e41-38c30d75af03,Student,10% Cashback,1
b89208ae-7abb-4f4b-829a-cf3756867eee,Enterprise,10% Cashback,1
05cb34d8-1860-4550-a740-19171ed991b2,Professional,Free Shipping,1
a13e25de-5f1d-4c17-a199-2e7147bf1031,Student,10% Cashback,0
55c650e5-7c5f-42e2-83e3-41e14ba08ddf,Professional,10% Cashback,1
eefa2c11-2c64-4f53-8d70-c1fbb15a434c,Professional,5% Discount,1
154deb81-1e81-4266-a5ac-1d5d190a7149,Professional,10% Cashback,0
9e24ca23-1851-40b8-ad18-3866e50dc792,Student,10% Cashback,0
bc6141b1-3c1a-474d-b88c-82200b2c1aa9,Professional,None,0
d4f4f8a9-7377-41c6-a81a-04d207054078,Student,None,0
1531fc93-1f81-432d-9a46-75ccdd3a9b1f,Enterprise,None,1
01326f2b-fbb1-4f21-a464-0e57088500a6,Professional,10% Cashback,0
b20d7a22-dc5e-4fee-a6c2-655c581a9069,Professional,None,1
f00a225c-7fc2-4508-a79c-57c7f09d0475,Student,Free Shipping,1
ddd4ddba-88f3-4c80-940d-cdc95697976b,Student,10% Cashback,0
7d67d42f-84e7-40f8-9a21-3299943e05e8,Student,5% Discount,0
373d1cb9-65d7-4af7-b0cd-657b45b6af59,Professional,None,0
4b2af0da-6222-4741-920d-ce9f4c605466,Professional,5% Discount,1
4d4803d2-3b53-4429-b038-c99793092017,Student,10% Cashback,0
cb4357e7-d573-443b-a1de-3cf70821e9ca,Enterprise,10% Cashback,0
28037b03-2aaa-47bd-8eb3-bea1caf23271,Professional,None,1
1bcc9aab-a0e3-4f14-95c8-df95452390d1,Professional,10% Cashback,1
7cbe16f0-5184-4e87-8f63-4de5b22bee36,Professional,10% Cashback,0
f1bc71d9-8ae0-44af-92ef-658ec0f4728b,Professional,10% Cashback,1
eb8577d4-7211-4a6c-b47b-8691995a0e69,Professional,Free Shipping,1
ee257f1c-e237-46d6-a336-90a99472f84b,Student,5% Discount,0
dd3b1d2c-dbad-426a-b644-c832c2a07d31,Student,Free Shipping,0
e13c9ee7-1745-4693-9641-e8607a15e0c1,Enterprise,10% Cashback,1
53c266b7-0724-4f6d-9c22-177cc3ed2299,Enterprise,Free Shipping,1
55025c64-848b-4820-8678-814e43b00b0a,Professional,5% Discount,1
14d6310b-4cc2-4cf2-b99d-52f23fd64b04,Enterprise,None,1
6904b346-2737-4f20-ae5a-78e808b6a508,Enterprise,None,1
90c0bc91-645c-44b7-9e83-8d44e2cbd10a,Enterprise,None,1
6c01b7f7-7ba0-4365-b09a-a24a19f8920d,Student,None,0
77fcebb8-48b1-4094-9057-9a0bfd3e83ff,Student,None,0
584f90c5-10bc-432b-b044-8281526612ac,Student,None,0
c8dfb8a2-1e61-4334-aee4-1d0076e787d5,Professional,10% Cashback,0
bdd0e161-9935-4e0f-8679-0b81302f7ed1,Professional,None,0
ca144c6d-3f6c-46e6-8af1-a2df95549001,Student,None,0
cb63a269-2e5b-42c7-9f24-0892b8367a36,Student,5% Discount,1
0a813e65-6409-48f0-81c8-bcf232c96277,Professional,5% Discount,0
e332eeb2-c97c-4625-a415-026ff2f2eedb,Professional,Free Shipping,0
8c1a8161-2e3b-46e2-8554-e70b1639bd02,Professional,10% Cashback,1
2f6a0b8d-4daf-435b-83fd-4d2798149c16,Student,None,1
244c5ea1-242c-4dad-acaa-c3d5e3df9b22,Professional,None,0
1b0ee96e-76db-4575-aa69-1109801b1bb3,Professional,None,1
29e3b099-faab-4b45-9dfe-f54e1f5785de,Student,None,0
1f220872-e94f-4b4e-b7fa-b4ab42f37304,Professional,None,1
f5e088ec-5d90-42d6-93f1-e5320eb32ed3,Professional,Free Shipping,0
f8bb7223-4d62-45a3-ae6e-8307b548ae6d,Professional,None,1
cb84db81-40c2-462b-9c30-590a54f5d2e8,Student,None,0
fbecdc4c-e340-400e-a6c1-51d794d114f4,Professional,None,1
7f2f1722-41fb-4d9b-b460-d279e92c3996,Student,10% Cashback,1
81bb84af-9a6d-4333-8c00-22230bb2aa47,Professional,None,0
bf47b346-efa6-499c-a957-1f3a7bb668d1,Professional,None,1
c9e9bc19-b6d9-4584-9613-e7386f4fabc3,Student,None,0
eb6f901f-d7c7-462c-ba13-fe8a5a77db11,Student,None,0
b03c1913-f5fd-454a-91e3-8ed7e855e51c,Student,None,0
54e5c6aa-ad8b-437b-a99a-a8a6e5264d91,Professional,10% Cashback,1
d5872f34-d238-4051-8e76-6a47c68fa335,Student,None,0
695f1a4b-2c4e-483d-a750-037356c3e817,Professional,5% Discount,0
cc1dff9e-ca7d-4940-8b6e-f74a7a253101,Professional,10% Cashback,1
22c92f43-566a-4703-b639-1af5b3bffd12,Professional,10% Cashback,1
18bd8fd0-a891-4516-b1b2-b2f828a863f5,Student,None,0
bb33bc52-ed8c-470a-b17b-e017e9a66eb5,Enterprise,None,1
73a6d0d4-e712-407b-be5d-4809d0057487,Professional,None,1
293386b5-81ee-4937-9019-070cd8c5e59f,Professional,10% Cashback,1
fc6ddd39-0098-4a02-8ac2-45c76cba19ec,Professional,10% Cashback,0
47034662-079d-4370-91f9-f6c7a76b8ada,Student,None,1
810d0205-cb93-403d-99a0-52b666d927e6,Student,10% Cashback,0
d0b06bd1-096d-4c77-9c60-25bfa48048f4,Professional,5% Discount,0
8fe6818f-8e14-454a-82ea-1c80e4433bc8,Student,5% Discount,1
d6e6c5bc-8590-49cd-8c1e-5d6c55f5390a,Professional,None,1
35656862-c0b8-45f8-9f2d-febc3ea9407c,Professional,10% Cashback,1
7087eb2b-5471-44d7-9b35-2e3d5aea3924,Student,None,0
9f76d681-6604-4bdb-91ae-6858d803aca6,Student,10% Cashback,1
a0691ecb-20ed-429d-8f97-e3f2b5e840a3,Professional,None,0
b5be1561-0da7-4e00-affe-fa9cdc165aa2,Professional,None,0
55c914b6-f196-4950-a8b2-1ca1c4f167fd,Professional,5% Discount,1
362e37bb-0b7d-4663-8880-a31f7254b713,Professional,10% Cashback,1
cb56e2d9-13e9-4883-8db2-5fc47090a891,Student,None,0
a1a2cf26-4134-4cdc-9f49-ffdbd6473646,Student,None,0
d63bec05-e2c9-4bc9-8776-aa4bb839d44d,Professional,10% Cashback,1
470aa461-1c88-4204-aa1d-5343f2b8c8c3,Student,Free Shipping,0
322163a6-ca96-41c6-bcf9-22f4ee376e24,Professional,10% Cashback,1
19c4ec64-c207-44d5-9301-8a4015b8186c,Professional,Free Shipping,1
5051135c-f024-46b6-ac16-35997a784cd2,Student,None,1
f9bcdda5-c036-488b-8e01-a8614acf3fef,Enterprise,10% Cashback,1
331e121b-dd5c-4159-bd74-b7895243c40a,Student,5% Discount,1
e1bb5936-a2da-41c2-a140-aa38ff75485e,Student,10% Cashback,0
6b7f39a3-bf8d-4e96-a27d-447996512b6a,Professional,None,0
765af59b-dc48-4c17-96de-31c8eefeb599,Professional,10% Cashback,1
1a304ef7-74e6-4d42-844a-2f3798c1c886,Professional,10% Cashback,1
53e8adcd-65c7-477b-bbce-4c0150fe5743,Professional,10% Cashback,1
5c5adbe8-14d3-4db4-8fd1-0b8bceb51cfb,Enterprise,5% Discount,1
327bc075-14ff-4349-991b-b8001a3a0a0e,Professional,5% Discount,1
c1ec86b0-1897-4c5e-b32d-ffa99aa1a347,Professional,10% Cashback,1
409d5273-860f-43ca-b889-9b61dd98e5df,Professional,None,0
6c6ac061-1da0-4866-9e1f-d9d2f8ac1c7b,Student,None,0
7437b09e-cc2b-4864-80a7-5ad48098a238,Enterprise,5% Discount,1
b3f2eeac-2f7d-4faf-9da8-5ee92a73ad3c,Student,Free Shipping,1
ff3eb250-a29d-47da-9591-5225c741b140,Student,None,1
2560b970-34e5-47a4-8d36-3fd15c475c12,Student,10% Cashback,0
eb2c3313-e2f7-459d-a48f-52a7dbaea9e2,Student,None,1
d43f2d54-ebc5-470d-a49a-038ad99730dd,Student,None,0
9a5d1030-5cae-4b99-b4b4-907df81c6267,Student,10% Cashback,1
3029a22f-37f3-466f-98b0-7a24fe776595,Student,10% Cashback,0
22a723e2-02ce-444e-be31-c8b1fc51f8ba,Professional,None,0
1ff6b61e-b293-4abf-b2b5-6b5b51b7b8e0,Professional,5% Discount,1
e065f328-0003-4420-b238-5068e8cf6a21,Professional,5% Discount,1
35b38243-cb0e-4110-9e76-6aef6e787298,Professional,Free Shipping,0
12126c2c-1947-4614-9351-5b49ea9bb8b9,Professional,None,1
a2c294b1-f178-48ce-8ce4-52fb7e5f1d3f,Professional,10% Cashback,0
23c73be6-9a65-43e4-8174-e9bf42bd3c55,Professional,None,1
4692de5f-5210-4cdc-b9cf-be2475e52e17,Student,None,0
4d3c44f2-1221-4134-92f9-cdeef2789209,Professional,10% Cashback,1
cb67a012-761c-4564-beb8-bfce95919b16,Professional,5% Discount,0
267667b4-f897-4d49-9717-a79006133626,Professional,None,1
47b58a16-5b9b-4eec-9b61-e300076412ef,Student,Free Shipping,1
7d297f3c-341f-46a4-9a15-65d6117bf942,Professional,5% Discount,1
1f3f5ff4-b9f8-40c3-a7bf-43f609f77b28,Professional,5% Discount,1
c81fb3fd-689b-4cd6-8568-5426b95157b2,Student,5% Discount,0
c5b3dde5-231d-4537-a254-0670c97ccda9,Student,None,1
5f131476-f83c-4c86-b921-a3d69e7f418e,Professional,5% Discount,0
1f3346ff-fa8b-4a56-ba7d-689e26086da9,Student,None,0
a783f68a-5559-4f50-a2a4-abfe1eac49c7,Professional,5% Discount,1
5842c665-a074-4ead-b2e1-f833f8d21144,Professional,None,1
6df33b28-3648-45cc-a430-21f84f63b651,Professional,None,1
0c272293-4df7-48c9-9bba-b2baba29aa83,Professional,10% Cashback,0
4867b79b-05b3-4aa7-9d49-4c7569bb2365,Professional,None,1
dcd7ae99-8d13-45fd-b1f0-b8e725c84259,Student,None,1
58bf2c4f-cea1-42e4-979f-1c547ee35012,Professional,None,1
45788626-0562-40db-b6f9-7e84124a487f,Student,5% Discount,0
234e7f5e-f822-4e87-a3f6-33b53857b929,Professional,10% Cashback,0
e6aabd59-a037-4f13-96ab-70cfcac09c5d,Professional,None,1
74901dc4-13f3-4b02-9894-1a85114ada88,Student,None,0
39078463-3ba1-4f7b-b3ce-a7707ab7f7e0,Professional,None,1
590e3b7b-f640-4300-beba-03c77a0132a0,Professional,10% Cashback,1
26eef8bb-2e36-4f7e-8246-3ca68ddd915a,Professional,10% Cashback,1
d961cb07-2f76-439f-b631-fcd2c5714c57,Student,None,0
dea03c04-2f18-4779-9e1f-d4227d55d1f4,Professional,None,1
49ad1b72-cc10-436f-897a-6795d437634c,Professional,None,0
14a3c10d-eb8c-4bbd-b2d7-673b072df71a,Professional,None,1
8c806ea8-7070-4255-9a59-a67d41a27db7,Professional,None,0
5dfdc60e-154a-4788-ba7c-82693f30a058,Enterprise,5% Discount,1
f77e8505-c8bf-4473-8ce7-2d0acfde1552,Professional,None,1
a5f2a02f-80ab-4718-a693-57d6fcc7d616,Student,10% Cashback,0
c057a329-c917-4c41-8ac4-bbb8c54a169b,Professional,10% Cashback,1
80f4760b-26d5-4930-b783-0fbaf851157c,Professional,None,1
2d4b7b68-a8f0-4401-8db9-6b6d20c2f673,Enterprise,10% Cashback,0
9a780aa8-fe79-416d-b925-6cd0e0b896a5,Professional,10% Cashback,1
a8152d72-f19a-4a6a-97be-77693dfcbfed,Student,None,0
1be0e0f8-13fa-4226-87bf-22503e6eef60,Professional,5% Discount,0
75b978e7-0c7a-4d8e-a0b1-0e64d4a67527,Student,None,0
79004d65-d030-490d-bfcb-9f2999493fe2,Professional,5% Discount,0
8ae41e1e-9cef-4e11-b75a-1a1ab5b99962,Professional,10% Cashback,1
c0ba0d51-2665-4ef6-b901-c78e7f2490e9,Enterprise,10% Cashback,1
9dca6026-58de-49b8-b3c6-0367016d997e,Professional,5% Discount,0
6e64629c-4a9b-475c-b438-2a4fec2073d3,Professional,5% Discount,0
a74cc046-bde0-46a0-8fc9-0d66d66eb6b4,Enterprise,10% Cashback,0
75f7a3a4-532d-47f7-b4c1-65107521d07e,Enterprise,5% Discount,1
54936c14-35fe-491b-bbf1-8810a1c732bd,Student,None,1
5b81c6bb-87cb-4634-91c6-05a153ffcc75,Student,10% Cashback,0
c555dbdc-71b2-449d-b377-29760f97d75e,Enterprise,None,0
26bfc837-ea6a-46d5-aefd-f39431f751d6,Student,None,0
497c811f-05d0-4660-b9a1-e6b079ce49bd,Enterprise,5% Discount,0
b535d6a0-18be-4bc9-800b-3e4a268ae265,Professional,None,0
37f6132d-aeda-48c6-8a5b-bd46568088fb,Student,None,0
acc518c1-5a06-4c09-8184-ffbf48d7841a,Professional,5% Discount,0
fc0fc3a3-c960-472f-bfcf-ef0d4551ed5e,Enterprise,None,0
891eaf9d-040f-4d53-bf7d-e3e0c6783b51,Enterprise,None,1
360543c0-a9a3-42c4-a56d-353e2350e628,Professional,10% Cashback,0
93e7acd8-913f-4fbe-915c-ec3f661aa87a,Student,10% Cashback,1
9fbf8fd6-d7ae-4dd2-96b4-d1afd6b696ce,Student,5% Discount,1
52a2d98c-7a85-4646-914a-97afed3c6b72,Student,10% Cashback,1
79c02a47-c610-4e54-9cf7-ac8bde878619,Professional,10% Cashback,1
0dcd5157-7843-4370-9308-b2ec3631880d,Student,10% Cashback,1
7353a3b3-bc5e-4596-9b3b-f319b34283f4,Enterprise,None,0
b7ce0cda-9ed1-4708-9885-c113199042a4,Student,10% Cashback,0
59fa22ea-919b-42f3-8188-3949eafa9501,Professional,5% Discount,1
e4108b75-07a7-4b93-a50c-7089bbd5b02c,Student,None,0
4f018be9-af84-42b0-be98-857810b85223,Student,None,0
007f8ed1-4c10-4072-b7b3-926e3cf7f567,Professional,None,1
52ba61db-76f3-4cda-b1f5-a3a4b0ea7775,Professional,10% Cashback,0
f87e8f1b-3add-47cc-b05e-dc9cacb3cfc2,Enterprise,None,1
232dede1-5a70-4cf5-b6e3-6a1063343a65,Professional,10% Cashback,0
07564a74-fa3d-4810-9509-14fdf26c4c1b,Student,5% Discount,1
593ad411-2f2b-41f4-99b7-649cc639d3af,Professional,10% Cashback,1
36623865-2e7b-427c-b45a-29683139b137,Enterprise,None,1
1c984f33-72e1-4c40-831a-b50c313aca6c,Student,5% Discount,1
bc5b4755-98ce-4245-85b4-9bd441bfd8d8,Student,None,0
a8c58211-4005-495d-900e-e5279d8835be,Professional,10% Cashback,1
f13e037d-5558-486f-9b65-0eda9605221d,Professional,10% Cashback,1
7fd61a91-510d-4080-928f-a5886dc5bf17,Student,None,0
4b5cb666-869d-4a09-a948-256c12187fde,Professional,Free Shipping,0
c1cff855-7a42-48ef-8410-b8dc37e487ca,Enterprise,None,1
45241012-11f1-4d26-9151-e100173e31ac,Enterprise,Free Shipping,1
909ebecf-598a-4082-85ae-f3302ae299a2,Professional,None,0
70c384c1-84f2-49d2-ba34-adbaf9f435eb,Professional,None,1
2432cff1-54f0-442a-88da-232f86971345,Student,None,0
f385b8a3-1f92-424f-816f-7ccc33d3afd7,Student,None,0
cf50a229-db61-47b9-bba6-27cda6f57972,Enterprise,10% Cashback,1
8034c263-4097-471b-9fd2-79240189793f,Student,10% Cashback,1
21d5cee2-817e-4aba-b22d-3a17ef1851fe,Student,5% Discount,0
6b2a1c9a-a47c-4436-98e6-b974e3567225,Student,None,0
970c5252-0c84-443a-bc3a-6a73848e77b1,Professional,None,0
e70dd907-c3b9-4ad8-b6e4-47197e6bec2a,Professional,10% Cashback,0
bc05993a-195b-46cf-b1bb-31bd84224d61,Professional,None,1
016e221a-47f9-4263-9892-eb1bb8e07177,Enterprise,10% Cashback,1
0908a93b-b3b7-463f-bcc3-8a65cd211e64,Professional,10% Cashback,1
d209b79d-a394-41d2-bc3d-8a7e49d1bc22,Professional,None,1
76fdb097-c959-4d1d-96eb-7ee7fb4d1968,Professional,5% Discount,1
3022c86b-203f-43cd-97f2-ab1f545643a6,Professional,10% Cashback,1
c4f3f7e9-a3f3-42af-9ba7-a4e013975006,Student,10% Cashback,0
8579fe5d-b818-423b-9457-5d2e4495ff39,Enterprise,None,1
fa39d89e-0365-4dbf-9cca-4e8b92054506,Professional,None,1
b6ef8e70-2c00-4a3f-ae23-844af591af5f,Professional,None,0
e9a0305f-ecca-489d-b7ad-d267b2e21a17,Professional,None,0
c375654e-37f9-456f-9ac1-179190449b06,Student,None,1
23deb4a8-e4e5-4399-9427-19e438a858e1,Professional,5% Discount,1
02363e92-7549-4b90-8833-260ac4a66afd,Enterprise,10% Cashback,1
8e9533c5-b665-4a03-b734-69fdf38645ea,Enterprise,10% Cashback,1
695d836f-3f34-4737-abee-2acd13f247de,Professional,None,1
9a89ccc6-1115-49e9-a93c-ef035edea82e,Professional,Free Shipping,1
1b44124c-eb7d-4fd9-a947-fc2981a8fb00,Professional,None,1
32d6dcd2-ed38-43a7-8f93-93e9f9764292,Student,5% Discount,0
90f963cc-5766-47d6-9b09-97b7163cfd80,Student,Free Shipping,0
a0e9471b-4797-4ec7-854b-c3b4e06238aa,Student,10% Cashback,0
44047422-b03d-4f76-a759-d3dd70858c2e,Professional,Free Shipping,0
91329304-1479-49c8-b865-38885c105ade,Student,10% Cashback,0
18b77811-96c0-4767-bec8-48e5f68db9cc,Professional,None,0
8d3b826b-b1c7-4463-adde-f6c3e41ee52e,Professional,None,1
3bdd5a78-93a2-4bdf-a2f2-8f10edb1df43,Enterprise,None,1
86e4741c-2116-4a00-b922-18030f0c3cf6,Student,None,1
6731f762-16d6-4ba3-9b95-207d27e10fee,Student,10% Cashback,1
a6f50700-c66f-4165-b92d-f4d7189e2afd,Student,None,1
eabfa023-075c-42c7-916c-546dfba001b9,Student,5% Discount,1
994c4af5-8582-4e3b-9960-5f53f0c8cb0f,Professional,None,1
ad1f5b7e-9966-421f-b7ae-b224dce02962,Student,None,0
5753d88c-f35e-4cf6-8145-9e6ae21325d7,Student,Free Shipping,0
1111e5d0-53aa-4f34-82d3-1739f096314c,Professional,None,1
4f951762-edfb-435d-8257-64b1cf7ce523,Student,10% Cashback,0
b58b7f71-d585-4284-820d-d53609bf3936,Professional,5% Discount,0
8cc21245-031e-4c3d-8a8b-43a1290efab0,Professional,None,1
b278754c-e03c-4d8a-a71b-3bb4d8b39c0e,Enterprise,10% Cashback,1
115953ae-5ad9-43a7-9057-c73f353e28b8,Student,None,0
44f673e0-3597-4871-b303-5fe079d874ab,Professional,5% Discount,1
f8029afe-6d3a-4a26-a55e-332aab177802,Professional,10% Cashback,0
fec89832-5f87-4730-bdb5-813eaf4fa8e2,Student,None,0
a8b190b2-0244-4150-9a5a-c1e919c697cf,Enterprise,5% Discount,1
e17c09a5-7d5f-440f-864d-bc564791abb6,Professional,None,1
53a84d33-7393-48a3-b992-2cbf00bf87be,Professional,5% Discount,1
772a34b5-44a8-40fb-ba3b-de517ee23516,Student,5% Discount,0
e33df0b0-972c-4312-bf4f-1fa4966ab546,Student,5% Discount,0
107ea97d-5bb4-447d-ba0c-eba25e305afa,Professional,5% Discount,0
9d36820f-3521-4487-9a0f-193a77c81f4d,Professional,None,1
ca5d0db2-ff75-41c3-94b7-2aa85ffb04df,Professional,Free Shipping,1
ee71fd9e-c1bb-4812-a69e-c9964a68751f,Student,None,1
2a2dfcb0-8c0b-4043-be63-a219d009a76d,Student,10% Cashback,0
990a3012-8e90-42c2-8c23-209c0414e421,Student,None,0
1085df53-1420-4ffb-b8b5-5aa84ce23e1f,Student,Free Shipping,0
