customer_id,segment,total_orders,total_spent,avg_order_value,last_order_days_ago,pay_count_credit_card,pay_count_netbanking,pay_count_upi,intervention,converted,T,Y,Z
421ba554-54f3-4fa2-8780-c47fe1d47d37,Student,3.0,6638.120000000001,2212.706666666667,9.0,2.0,0.0,1.0,None,1,0,1,0
ac390cfd-79e2-468e-97a7-76aa27674b71,Professional,0.0,0.0,0.0,999.0,0.0,0.0,0.0,10% Cashback,0,1,0,0
68b9baff-a56e-4b49-b4af-e9f969618768,Professional,4.0,1603.96,400.99,51.0,1.0,0.0,3.0,None,1,0,1,0
873e91a3-eb7b-4743-bc73-6273d58ac94a,Professional,6.0,8458.8,1409.8,31.0,4.0,0.0,2.0,None,1,0,1,0
aaf9d3a0-a483-4f08-96aa-531b44562dfe,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,Free Shipping,0,1,0,0
8d2c13e6-d719-480a-b657-5d93cf7e1d41,Professional,4.0,6329.76,1582.44,14.1,1.0,1.0,2.0,10% Cashback,1,1,1,1
fac4ecdf-d87e-4ced-a945-775af02657c7,Professional,7.0,10987.6,1569.6571428571428,4.2,2.0,2.0,3.0,None,1,0,1,0
a82785be-ed8e-46b0-a590-672498eac06d,Professional,2.0,6961.49,3480.745,122.7,2.0,0.0,0.0,None,1,0,1,0
8fbb3893-357a-4d24-acac-4e85728da49b,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,10% Cashback,0,1,0,0
c4f5e2bd-e749-4c0f-98f5-819bac72e900,Professional,3.0,1662.81,554.27,36.7,2.0,1.0,0.0,5% Discount,1,1,1,1
125f9352-c0c5-4b8e-8ca4-02c059412b0d,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,None,0,0,0,1
9300a760-5c3f-4727-aa70-b5d1eea885fe,Professional,4.0,3882.54,970.635,9.8,1.0,0.0,3.0,5% Discount,1,1,1,1
667f0d40-d70b-4d7f-914d-3d65b26cd490,Professional,1.0,3215.48,3215.48,84.0,1.0,0.0,0.0,10% Cashback,1,1,1,1
9dd80775-d8e7-4f35-b9b8-87c5be5f07ec,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,10% Cashback,0,1,0,0
1dfbba63-3830-4414-965a-1d279267baff,Student,2.0,14408.98,7204.49,23.7,1.0,0.0,1.0,Free Shipping,0,1,0,0
af6349a5-b1bb-4a0e-b876-3a6fbe547440,Student,1.0,671.61,671.61,163.6,0.0,1.0,0.0,10% Cashback,0,1,0,0
92de51b3-3af7-44b9-a307-1f87b4812fd1,Professional,6.0,13683.83,2280.6383333333333,14.6,3.0,0.0,3.0,5% Discount,1,1,1,1
e087f0e4-0daf-4aa9-a07f-79b4fdb4d82d,Student,1.0,3954.86,3954.86,26.8,0.0,0.0,1.0,None,0,0,0,1
92f633b7-cb71-40a9-9f16-0b17b76dfe05,Professional,4.0,57220.380000000005,14305.095000000001,31.5,0.0,0.0,4.0,10% Cashback,1,1,1,1
9612a8a3-b9a4-4d3a-bafc-560c7ad5c956,Professional,5.0,3992.51,798.5020000000001,46.4,1.0,0.0,4.0,10% Cashback,1,1,1,1
b5e9d8aa-6e5a-4b14-b577-657a06948eab,Professional,5.0,7916.73,1583.346,18.1,1.0,0.0,4.0,None,0,0,0,1
846c35fa-bb4e-420a-b319-3d48110d4ada,Professional,1.0,718.79,718.79,48.5,0.0,0.0,1.0,10% Cashback,1,1,1,1
2f916b18-ea30-4b28-9274-038968b199e4,Professional,3.0,7158.53,2386.1766666666667,5.3,1.0,0.0,2.0,None,1,0,1,0
2c194a13-bc03-4d9e-9375-d6963acf0735,Professional,3.0,2622.43,874.1433333333333,57.0,0.0,1.0,2.0,None,0,0,0,1
4ace0027-c76d-4b8f-8087-998c8daefd49,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,None,1,0,1,0
5feefc5b-a452-44ca-a10e-e6d93593f0b7,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,10% Cashback,1,1,1,1
9a80e110-0ead-46c0-a7e1-8d37bec13cc6,Professional,4.0,7911.12,1977.78,43.0,1.0,0.0,3.0,Free Shipping,1,1,1,1
56bb4115-2dc3-4d08-9844-e732c940897e,Professional,5.0,6087.07,1217.414,29.5,2.0,1.0,2.0,None,0,0,0,1
f909fbc9-0452-4e1c-a409-5f94487714ae,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,10% Cashback,0,1,0,0
0eb3f1b5-cea6-4a2a-b96f-27945c56786a,Professional,2.0,3622.26,1811.13,66.6,0.0,1.0,1.0,None,1,0,1,0
ef5e7a78-90e4-4d73-8411-b62e6bc358ad,Student,1.0,211.3,211.3,53.1,0.0,0.0,1.0,Free Shipping,0,1,0,0
be804ec6-d33b-4463-bc8e-12bcf5c3722b,Student,2.0,1800.35,900.175,18.9,2.0,0.0,0.0,10% Cashback,1,1,1,1
33e47127-13d4-40de-bab1-067accad93a7,Professional,2.0,2931.46,1465.73,62.6,1.0,0.0,1.0,5% Discount,1,1,1,1
efb30902-1f5a-476d-ac47-3ad9f8b0d749,Professional,3.0,14777.77,4925.923333333333,105.3,0.0,0.0,3.0,5% Discount,0,1,0,0
e84cad26-3294-4490-8e88-7898b6eeb51f,Student,2.0,7064.46,3532.23,7.0,1.0,0.0,1.0,None,1,0,1,0
8ddda33e-a506-4253-91b7-d2895c8974e0,Professional,1.0,9457.15,9457.15,132.2,0.0,0.0,1.0,10% Cashback,1,1,1,1
2355a73e-e096-4f45-9045-1d573f884b99,Professional,5.0,12563.06,2512.612,8.2,1.0,0.0,4.0,Free Shipping,0,1,0,0
72759b05-00c2-4a56-bac1-fed06c2fbbc3,Professional,3.0,4284.07,1428.0233333333333,38.0,1.0,0.0,2.0,None,0,0,0,1
609638fc-0c40-4a95-a0f2-e5ba84260d26,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,10% Cashback,0,1,0,0
286be6de-93c5-44ba-a718-0968ed6d1858,Student,3.0,6070.4400000000005,2023.4800000000002,108.7,1.0,1.0,1.0,Free Shipping,0,1,0,0
49b52206-bc41-46c4-b2e0-27212ab2fc9e,Professional,2.0,5560.06,2780.03,127.0,1.0,0.0,1.0,None,0,0,0,1
7628623c-6d1a-45fc-a28e-e7d62feb876c,Enterprise,1.0,4434.92,4434.92,2.4,1.0,0.0,0.0,5% Discount,1,1,1,1
b5858d65-8bf0-4c5f-b518-7579541af862,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,Free Shipping,0,1,0,0
73e053c7-2ca9-4262-8011-8a4ad111e479,Professional,4.0,4225.88,1056.47,53.9,1.0,1.0,2.0,10% Cashback,1,1,1,1
c648b31e-aabb-4033-a372-e5f45d7d950c,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,None,0,0,0,1
b111bc3a-3006-49f9-bc95-559ca55fa293,Professional,2.0,13874.07,6937.035,81.8,0.0,0.0,2.0,None,0,0,0,1
1fb4d6c4-f7c3-4f0b-8d71-04627f87ee27,Professional,3.0,14039.55,4679.849999999999,15.0,1.0,0.0,2.0,None,1,0,1,0
a05edfad-d452-4c98-ade2-ade38fcbeb85,Student,1.0,1544.3,1544.3,26.7,0.0,0.0,1.0,5% Discount,1,1,1,1
fca97b2f-d43c-4c0d-a58a-2781b324f7f4,Student,1.0,309.41,309.41,82.5,0.0,0.0,1.0,5% Discount,1,1,1,1
2772c83b-ce70-4361-a917-101060192969,Professional,6.0,8521.75,1420.2916666666667,13.1,2.0,0.0,4.0,10% Cashback,1,1,1,1
6a08bda0-c94d-48d0-b510-acb08664e851,Student,1.0,1527.68,1527.68,40.7,0.0,0.0,1.0,None,0,0,0,1
84810e13-83a5-44a0-9fb0-726080aa2d28,Student,1.0,1891.04,1891.04,136.2,1.0,0.0,0.0,None,0,0,0,1
fbffadda-2946-4345-b9f2-a3e8258cc89c,Professional,0.0,0.0,0.0,999.0,0.0,0.0,0.0,5% Discount,1,1,1,1
c3e26cbe-eff2-4e0f-9daa-5f25864ebab2,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,10% Cashback,0,1,0,0
5af79ec6-477c-4888-a0dc-b6ec61b3db8f,Student,1.0,715.23,715.23,38.6,0.0,0.0,1.0,Free Shipping,0,1,0,0
e979416b-b760-4c0e-ab38-3861a48fc1b3,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,10% Cashback,0,1,0,0
36480a9a-33e0-42fd-9a13-855bc711220e,Professional,4.0,11585.34,2896.335,18.8,3.0,0.0,1.0,5% Discount,1,1,1,1
786218d5-d4c7-4c79-b6f7-9d69daa6d3ce,Student,1.0,101.06,101.06,4.6,0.0,0.0,1.0,10% Cashback,0,1,0,0
6ae3cd6d-a5bb-40e2-b8b0-4e285293eb04,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,10% Cashback,0,1,0,0
fc89f4d3-14f3-427e-aa04-8e6f7916273b,Professional,2.0,2913.6400000000003,1456.8200000000002,141.3,0.0,0.0,2.0,None,0,0,0,1
b20887f3-c0e2-4a7a-b332-0aac10b72735,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,Free Shipping,0,1,0,0
d4b1ec8c-76ff-4b13-a3e3-e634d665e3ec,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,10% Cashback,0,1,0,0
5c6766b5-808b-4f0f-a8fa-517034085fd6,Professional,3.0,2753.69,917.8966666666666,26.4,0.0,0.0,3.0,None,1,0,1,0
f410ea3b-8a50-412f-bce8-491552aebf59,Student,1.0,3258.46,3258.46,124.5,0.0,0.0,1.0,None,0,0,0,1
43448489-9cd1-4f15-8666-7af925b3295d,Enterprise,6.0,9807.58,1634.5966666666666,19.2,2.0,0.0,4.0,None,0,0,0,1
980197c3-5fdc-4d89-bf6e-1c689a52a2fc,Student,1.0,330.68,330.68,141.0,1.0,0.0,0.0,10% Cashback,0,1,0,0
ffe8cc17-57ba-4ad5-b50f-a247464cce79,Professional,3.0,1909.1,636.3666666666667,19.4,0.0,0.0,3.0,None,0,0,0,1
eacdfd04-a7fc-41be-b33a-720e110f18b8,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,None,0,0,0,1
2ed385b7-01c7-4e1a-8082-ce7c0b46e87a,Student,1.0,1936.5,1936.5,33.2,1.0,0.0,0.0,10% Cashback,1,1,1,1
97204721-367b-48b1-8ee7-12c47d7be420,Student,1.0,4364.8,4364.8,58.8,0.0,0.0,1.0,None,0,0,0,1
4df3adc4-a26f-4ea9-83f9-5fc5ded97b23,Professional,6.0,8269.67,1378.2783333333334,21.2,1.0,0.0,5.0,5% Discount,0,1,0,0
e7308ddb-54bf-4767-b373-444d020c43f2,Professional,4.0,5162.96,1290.74,44.0,2.0,1.0,1.0,None,1,0,1,0
3a8b66df-eb78-40d9-a486-6064a4c7329f,Student,1.0,499.62,499.62,88.5,0.0,0.0,1.0,10% Cashback,0,1,0,0
16524853-1afc-48c0-824b-04701816a9fd,Professional,1.0,740.58,740.58,126.3,1.0,0.0,0.0,None,1,0,1,0
5421a1be-592b-40a9-9294-51e4291a336a,Student,1.0,1166.75,1166.75,166.9,0.0,1.0,0.0,None,0,0,0,1
8d1357b0-c048-43c7-853b-91cb5b34ca58,Professional,3.0,2367.65,789.2166666666667,45.5,3.0,0.0,0.0,None,0,0,0,1
dfc2f1f5-0eef-459c-bc70-276ca8bfa6fa,Professional,4.0,2059.37,514.8425,12.8,1.0,0.0,3.0,5% Discount,0,1,0,0
a3ffa89c-9168-41a0-9f3a-6d3e8562d010,Professional,2.0,784.41,392.205,152.1,0.0,1.0,1.0,5% Discount,0,1,0,0
d6a23eb5-fd20-419b-835f-9e53123ff86d,Student,1.0,287.0,287.0,166.6,0.0,1.0,0.0,None,0,0,0,1
c48324c3-38b8-4f18-ba1c-28f60a8e934c,Student,1.0,375.9,375.9,101.3,1.0,0.0,0.0,10% Cashback,0,1,0,0
d5f86e5a-cb51-4442-a463-cd14bec70640,Professional,6.0,16217.199999999999,2702.8666666666663,2.6,2.0,0.0,4.0,None,1,0,1,0
6a2a88c1-400e-487f-b6d0-efcb0e7b7169,Student,1.0,4546.33,4546.33,33.2,0.0,1.0,0.0,Free Shipping,1,1,1,1
bda79b58-8708-43e0-99bc-b8ebbeb0ca79,Professional,4.0,7766.1,1941.525,46.5,0.0,0.0,4.0,Free Shipping,0,1,0,0
26c200a9-67a7-4518-a67d-1db9718cee9f,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,10% Cashback,0,1,0,0
f8615bed-be3f-4c6c-8315-35ecb363ef05,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,10% Cashback,0,1,0,0
3617bb9f-6fa6-46f2-aaa2-3687fc046fc6,Professional,2.0,968.24,484.12,51.1,1.0,0.0,1.0,5% Discount,1,1,1,1
dc4b05f5-1d58-4364-8e41-38c30d75af03,Student,2.0,5541.95,2770.975,34.0,1.0,0.0,1.0,10% Cashback,1,1,1,1
b89208ae-7abb-4f4b-829a-cf3756867eee,Enterprise,4.0,20357.65,5089.4125,44.1,1.0,0.0,3.0,10% Cashback,1,1,1,1
05cb34d8-1860-4550-a740-19171ed991b2,Professional,4.0,2359.4900000000002,589.8725000000001,60.8,1.0,0.0,3.0,Free Shipping,1,1,1,1
a13e25de-5f1d-4c17-a199-2e7147bf1031,Student,2.0,5162.47,2581.235,118.8,0.0,0.0,2.0,10% Cashback,0,1,0,0
55c650e5-7c5f-42e2-83e3-41e14ba08ddf,Professional,5.0,4896.7,979.3399999999999,45.3,2.0,0.0,3.0,10% Cashback,1,1,1,1
eefa2c11-2c64-4f53-8d70-c1fbb15a434c,Professional,4.0,2076.31,519.0775,42.1,1.0,1.0,2.0,5% Discount,1,1,1,1
154deb81-1e81-4266-a5ac-1d5d190a7149,Professional,3.0,1777.79,592.5966666666667,37.1,2.0,0.0,1.0,10% Cashback,0,1,0,0
9e24ca23-1851-40b8-ad18-3866e50dc792,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,10% Cashback,0,1,0,0
bc6141b1-3c1a-474d-b88c-82200b2c1aa9,Professional,3.0,1447.6100000000001,482.5366666666667,46.0,0.0,0.0,3.0,None,0,0,0,1
d4f4f8a9-7377-41c6-a81a-04d207054078,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,None,0,0,0,1
1531fc93-1f81-432d-9a46-75ccdd3a9b1f,Enterprise,3.0,4062.26,1354.0866666666668,48.8,0.0,0.0,3.0,None,1,0,1,0
01326f2b-fbb1-4f21-a464-0e57088500a6,Professional,3.0,5913.96,1971.32,16.0,0.0,0.0,3.0,10% Cashback,0,1,0,0
b20d7a22-dc5e-4fee-a6c2-655c581a9069,Professional,3.0,5190.45,1730.1499999999999,20.9,1.0,0.0,2.0,None,1,0,1,0
f00a225c-7fc2-4508-a79c-57c7f09d0475,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,Free Shipping,1,1,1,1
ddd4ddba-88f3-4c80-940d-cdc95697976b,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,10% Cashback,0,1,0,0
7d67d42f-84e7-40f8-9a21-3299943e05e8,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,5% Discount,0,1,0,0
373d1cb9-65d7-4af7-b0cd-657b45b6af59,Professional,0.0,0.0,0.0,999.0,0.0,0.0,0.0,None,0,0,0,1
4b2af0da-6222-4741-920d-ce9f4c605466,Professional,8.0,16448.98,2056.1225,26.2,2.0,1.0,5.0,5% Discount,1,1,1,1
4d4803d2-3b53-4429-b038-c99793092017,Student,2.0,4083.78,2041.89,73.8,2.0,0.0,0.0,10% Cashback,0,1,0,0
cb4357e7-d573-443b-a1de-3cf70821e9ca,Enterprise,1.0,1165.01,1165.01,58.0,1.0,0.0,0.0,10% Cashback,0,1,0,0
28037b03-2aaa-47bd-8eb3-bea1caf23271,Professional,3.0,7084.0,2361.3333333333335,35.0,1.0,1.0,1.0,None,1,0,1,0
1bcc9aab-a0e3-4f14-95c8-df95452390d1,Professional,3.0,9544.43,3181.476666666667,7.2,1.0,1.0,1.0,10% Cashback,1,1,1,1
7cbe16f0-5184-4e87-8f63-4de5b22bee36,Professional,4.0,4420.77,1105.1925,25.2,2.0,1.0,1.0,10% Cashback,0,1,0,0
f1bc71d9-8ae0-44af-92ef-658ec0f4728b,Professional,3.0,8773.220000000001,2924.406666666667,58.1,0.0,0.0,3.0,10% Cashback,1,1,1,1
eb8577d4-7211-4a6c-b47b-8691995a0e69,Professional,7.0,15102.240000000002,2157.4628571428575,32.8,1.0,0.0,6.0,Free Shipping,1,1,1,1
ee257f1c-e237-46d6-a336-90a99472f84b,Student,1.0,2830.91,2830.91,110.7,0.0,0.0,1.0,5% Discount,0,1,0,0
dd3b1d2c-dbad-426a-b644-c832c2a07d31,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,Free Shipping,0,1,0,0
e13c9ee7-1745-4693-9641-e8607a15e0c1,Enterprise,6.0,3634.69,605.7816666666666,25.2,1.0,1.0,4.0,10% Cashback,1,1,1,1
53c266b7-0724-4f6d-9c22-177cc3ed2299,Enterprise,5.0,18113.11,3622.6220000000003,70.7,2.0,2.0,1.0,Free Shipping,1,1,1,1
55025c64-848b-4820-8678-814e43b00b0a,Professional,3.0,3435.77,1145.2566666666667,43.5,1.0,0.0,2.0,5% Discount,1,1,1,1
14d6310b-4cc2-4cf2-b99d-52f23fd64b04,Enterprise,7.0,20013.079999999998,2859.0114285714285,12.6,2.0,1.0,4.0,None,1,0,1,0
6904b346-2737-4f20-ae5a-78e808b6a508,Enterprise,4.0,13986.220000000001,3496.5550000000003,36.9,2.0,0.0,2.0,None,1,0,1,0
90c0bc91-645c-44b7-9e83-8d44e2cbd10a,Enterprise,7.0,16917.63,2416.804285714286,17.7,1.0,0.0,6.0,None,1,0,1,0
6c01b7f7-7ba0-4365-b09a-a24a19f8920d,Student,2.0,3933.21,1966.605,128.0,1.0,0.0,1.0,None,0,0,0,1
77fcebb8-48b1-4094-9057-9a0bfd3e83ff,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,None,0,0,0,1
584f90c5-10bc-432b-b044-8281526612ac,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,None,0,0,0,1
c8dfb8a2-1e61-4334-aee4-1d0076e787d5,Professional,3.0,4963.58,1654.5266666666666,20.8,2.0,0.0,1.0,10% Cashback,0,1,0,0
bdd0e161-9935-4e0f-8679-0b81302f7ed1,Professional,4.0,21630.870000000003,5407.717500000001,4.6,0.0,0.0,4.0,None,0,0,0,1
ca144c6d-3f6c-46e6-8af1-a2df95549001,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,None,0,0,0,1
cb63a269-2e5b-42c7-9f24-0892b8367a36,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,5% Discount,1,1,1,1
0a813e65-6409-48f0-81c8-bcf232c96277,Professional,2.0,1545.05,772.525,40.2,0.0,1.0,1.0,5% Discount,0,1,0,0
e332eeb2-c97c-4625-a415-026ff2f2eedb,Professional,3.0,3776.18,1258.7266666666667,44.2,2.0,0.0,1.0,Free Shipping,0,1,0,0
8c1a8161-2e3b-46e2-8554-e70b1639bd02,Professional,4.0,8061.98,2015.495,29.2,2.0,0.0,2.0,10% Cashback,1,1,1,1
2f6a0b8d-4daf-435b-83fd-4d2798149c16,Student,1.0,665.77,665.77,120.0,0.0,0.0,1.0,None,1,0,1,0
244c5ea1-242c-4dad-acaa-c3d5e3df9b22,Professional,5.0,13529.58,2705.916,18.3,0.0,1.0,4.0,None,0,0,0,1
1b0ee96e-76db-4575-aa69-1109801b1bb3,Professional,1.0,1355.4,1355.4,100.5,0.0,0.0,1.0,None,1,0,1,0
29e3b099-faab-4b45-9dfe-f54e1f5785de,Student,2.0,2536.14,1268.07,9.2,1.0,1.0,0.0,None,0,0,0,1
1f220872-e94f-4b4e-b7fa-b4ab42f37304,Professional,3.0,596.5699999999999,198.85666666666665,112.0,1.0,1.0,1.0,None,1,0,1,0
f5e088ec-5d90-42d6-93f1-e5320eb32ed3,Professional,5.0,8881.55,1776.31,11.4,1.0,1.0,3.0,Free Shipping,0,1,0,0
f8bb7223-4d62-45a3-ae6e-8307b548ae6d,Professional,2.0,3120.64,1560.32,56.5,1.0,0.0,1.0,None,1,0,1,0
cb84db81-40c2-462b-9c30-590a54f5d2e8,Student,2.0,4026.0,2013.0,61.2,0.0,0.0,2.0,None,0,0,0,1
fbecdc4c-e340-400e-a6c1-51d794d114f4,Professional,1.0,16332.34,16332.34,155.0,0.0,0.0,1.0,None,1,0,1,0
7f2f1722-41fb-4d9b-b460-d279e92c3996,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,10% Cashback,1,1,1,1
81bb84af-9a6d-4333-8c00-22230bb2aa47,Professional,3.0,3533.46,1177.82,118.7,0.0,0.0,3.0,None,0,0,0,1
bf47b346-efa6-499c-a957-1f3a7bb668d1,Professional,1.0,2601.46,2601.46,41.1,0.0,0.0,1.0,None,1,0,1,0
c9e9bc19-b6d9-4584-9613-e7386f4fabc3,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,None,0,0,0,1
eb6f901f-d7c7-462c-ba13-fe8a5a77db11,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,None,0,0,0,1
b03c1913-f5fd-454a-91e3-8ed7e855e51c,Student,1.0,539.07,539.07,143.3,0.0,0.0,1.0,None,0,0,0,1
54e5c6aa-ad8b-437b-a99a-a8a6e5264d91,Professional,1.0,1382.23,1382.23,166.5,1.0,0.0,0.0,10% Cashback,1,1,1,1
d5872f34-d238-4051-8e76-6a47c68fa335,Student,2.0,6291.42,3145.71,159.6,0.0,0.0,2.0,None,0,0,0,1
695f1a4b-2c4e-483d-a750-037356c3e817,Professional,2.0,4519.79,2259.895,138.8,2.0,0.0,0.0,5% Discount,0,1,0,0
cc1dff9e-ca7d-4940-8b6e-f74a7a253101,Professional,0.0,0.0,0.0,999.0,0.0,0.0,0.0,10% Cashback,1,1,1,1
22c92f43-566a-4703-b639-1af5b3bffd12,Professional,3.0,17885.3,5961.766666666666,21.5,1.0,0.0,2.0,10% Cashback,1,1,1,1
18bd8fd0-a891-4516-b1b2-b2f828a863f5,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,None,0,0,0,1
bb33bc52-ed8c-470a-b17b-e017e9a66eb5,Enterprise,7.0,6450.21,921.4585714285714,10.3,3.0,0.0,4.0,None,1,0,1,0
73a6d0d4-e712-407b-be5d-4809d0057487,Professional,2.0,2840.56,1420.28,33.0,1.0,0.0,1.0,None,1,0,1,0
293386b5-81ee-4937-9019-070cd8c5e59f,Professional,3.0,3849.84,1283.28,57.1,0.0,0.0,3.0,10% Cashback,1,1,1,1
fc6ddd39-0098-4a02-8ac2-45c76cba19ec,Professional,1.0,251.0,251.0,153.2,1.0,0.0,0.0,10% Cashback,0,1,0,0
47034662-079d-4370-91f9-f6c7a76b8ada,Student,1.0,535.22,535.22,94.6,0.0,0.0,1.0,None,1,0,1,0
810d0205-cb93-403d-99a0-52b666d927e6,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,10% Cashback,0,1,0,0
d0b06bd1-096d-4c77-9c60-25bfa48048f4,Professional,1.0,143.0,143.0,154.5,0.0,0.0,1.0,5% Discount,0,1,0,0
8fe6818f-8e14-454a-82ea-1c80e4433bc8,Student,0.0,0.0,0.0,999.0,0.0,0.0,0.0,5% Discount,1,1,1,1
d6e6c5bc-8590-49cd-8c1e-5d6c55f5390a,Professional,4.0,6213.610000000001,1553.4025000000001,97.0,1.0,0.0,3.0,None,1,0,1,0
35656862-c0b8-45f8-9f2d-febc3ea9407c,Professional,2.0,4239.38,2119.69,60.4,1.0,0.0,1.0,10% Cashback,1,1,1,1
7087eb2b-5471-44d7-9b35-2e3d5aea3924,Student,1.0,2861.23,2861.23,26.8,1.0,0.0,0.0,None,0,0,0,1
