customer_id,segment,intervention,converted
0311e19b-5075-4f36-a9ca-d105b3e38f82,Professional,None,0
79ab42f1-0382-4423-8382-7029777bcf25,Professional,None,1
f160d676-4b77-49fb-b4dd-0464992e6f45,Professional,10% Cashback,0
f2c3e52a-ab08-46d9-89d7-5f895cf1b1d7,Student,None,0
f2f31dc1-1de5-4ea6-ab91-4176262ec18d,Student,None,1
e45684b4-cc89-46e9-9cf8-fcd3b9bd6275,Enterprise,None,1
0665706c-7c13-4416-aec0-0ef9fd3f21fd,Enterprise,None,1
8a565d15-c505-45ec-936c-922b442d64cd,Professional,10% Cashback,0
c33165fa-89f4-484a-b2fd-8ed1638e030f,Enterprise,None,1
9ab84096-7966-4a82-bee3-8d6dfe01528b,Enterprise,10% Cashback,1
1e9b5156-c618-47b7-8f93-d2d4697b4b98,Enterprise,10% Cashback,1
762c68e4-8d52-4af3-9f9e-33fdb24efe45,Student,None,0
e93e7eb0-02bd-477e-9e17-afbb0124720f,Student,None,0
838ae3e4-dfbc-4510-9a00-da9d7d479040,Student,10% Cashback,0
dc948bcc-6db4-4814-9bb7-75fe5b8d55d8,Professional,10% Cashback,1
deff5989-301b-46e4-816f-16de59ffd2e2,Professional,10% Cashback,1
afda6a72-8a32-4028-a7b1-30e01df66b36,Student,10% Cashback,1
4ef7b203-6efa-4403-8444-5ca706628abb,Student,10% Cashback,0
a495e80f-31a6-4e45-ae93-aa07c2ec3f48,Professional,None,1
c49e98e4-bfa3-4e28-abdc-c403e48c82e9,Professional,None,0
c2520e04-ac1a-4bb4-a38c-8b56b904e512,Professional,10% Cashback,1
b389d4a6-5867-4cc9-89e0-98d373e8dddc,Student,None,0
1f0d81ce-be84-408d-b379-d8d079b84206,Professional,10% Cashback,1
ed76b0e5-ebff-4c80-8ba4-7a9c0ab7e269,Professional,10% Cashback,1
4bb68c36-cdd2-4dd4-828d-6c41b80a0c91,Student,None,0
9259f9c0-af82-4867-8210-e223a6abc23d,Professional,None,1
fce82098-5930-4e25-8dde-4841d180d4cb,Professional,None,1
48f5e10d-11bd-4ffb-a62a-d33f3fc98c3e,Professional,None,1
ade04009-fc29-4516-a496-b0446dc02c02,Student,10% Cashback,0
e2d4d3d3-eba1-4bc2-a8f8-43f849e5a0b6,Professional,10% Cashback,1
b624e19b-63bf-45da-8605-6cbc5153dcc5,Student,10% Cashback,1
4412b719-489e-4057-9b35-984c3ca1fbad,Professional,None,1
0a71ea72-7821-4103-9b29-7cca448b1ee1,Professional,None,1
e8d56e47-e40a-40ae-ab4f-430aee6f11ca,Student,None,1
3f15cc25-782b-4c2a-94fa-b4ced62c7035,Student,10% Cashback,0
cfe29311-7693-4a6e-aa1d-44c9eb9b08a7,Student,10% Cashback,1
3a69e48f-7305-4a51-8e27-ab4983032ec0,Professional,10% Cashback,1
6a1f281b-6aca-4880-8eab-323e556ac095,Student,10% Cashback,1
ef540cb6-5341-4d38-abce-461f0f9fb172,Professional,10% Cashback,1
12e28b91-4e66-4fd2-8048-13cce39dbf8d,Professional,10% Cashback,1
8fb8bb8f-ff23-4888-aae9-ab42f3f4ea34,Professional,10% Cashback,0
183ef43a-5259-4eb6-a0a7-b90409ad677d,Student,10% Cashback,1
4c0aebc3-3eac-4c1b-ba32-769ad5cb3810,Enterprise,10% Cashback,1
00cab577-fdd1-41da-a493-b769294dfd37,Professional,10% Cashback,0
cc2ffd52-bd0c-42c1-a37c-44b5bcb5431e,Professional,None,1
3b31e28c-58c6-4b7e-9cf7-bd7f11f6b354,Professional,None,0
064bae3f-0a6d-45e6-93e4-b3b55aa3070f,Student,10% Cashback,0
7a5399ba-0d49-4eab-97d7-15700aecdce5,Student,10% Cashback,0
1293679e-138b-4b75-839a-76298eabd34f,Professional,10% Cashback,1
7f78c4bf-3619-4194-a365-18991a598beb,Student,10% Cashback,1
aa8346d9-91f2-4d08-a43d-2209634a8b08,Professional,10% Cashback,1
8bd9a473-1273-49d2-b80f-985ce8ce557f,Professional,None,1
34f014b1-8027-499b-a254-08a44024584c,Student,None,0
7bd06f84-3765-44b5-a49f-a45388c6ef2c,Student,10% Cashback,1
d50f19b0-b43b-400e-a411-e61978d346d2,Professional,None,1
1758f671-1371-4942-93b8-576ca6ae7473,Professional,None,1
97730d7f-5b15-4b39-9801-98c831e7d204,Professional,10% Cashback,0
65b7c80a-4655-4661-b159-d67b25b77958,Professional,10% Cashback,1
270efb9f-4d30-4e8d-aecb-b7d2c5a40d50,Student,10% Cashback,0
bd64d00c-e48f-442b-80ff-bf3063452b5a,Student,10% Cashback,0
35da3f2f-bbab-4138-b2c2-10ef356481cc,Professional,None,0
fa52c6cf-e4bf-42ef-bce4-f7456ed8636a,Student,None,0
9fa14833-4601-4b9a-884e-0bc5ee27070f,Professional,None,0
8ae3f51e-e0d9-40d7-9e5e-09772f0ffb85,Professional,None,1
9b0e3cbd-507a-45fb-bef2-6f66ea88138f,Student,10% Cashback,0
84fe17cf-b179-4261-bee1-5ee54a8f6bd0,Enterprise,None,1
ab5cdf09-8f5c-4de4-b214-09868e790ef8,Student,10% Cashback,0
63c146a1-1cee-4bb0-81fd-518d73d437c9,Student,None,0
75198f76-3bd3-4ea0-9ad1-2c8ae0da3bc3,Professional,10% Cashback,1
997deccb-8f39-4ece-a688-1be2f29f78d4,Professional,None,1
38669362-5494-420f-bfdf-67ad99dd795e,Professional,10% Cashback,1
894e7254-2277-4bcd-824d-3bde715ef0c4,Professional,None,0
7c9ba099-9e75-449a-abc9-83b2bba5c60b,Enterprise,None,1
475a3f11-bae6-4b98-aaf0-93c8fa5fc459,Professional,None,1
c823faf5-9116-44eb-9c6a-245ba2fd061a,Professional,None,0
ad3ade06-21b8-496d-b1af-5e1eff16085b,Professional,None,0
81713cce-910c-4711-bde2-46f06da911ae,Student,None,0
1abdbd38-46a6-482c-876a-20ebc0305372,Enterprise,10% Cashback,1
c213a182-c1bc-4937-b6dd-dd69a340845c,Student,10% Cashback,1
b4d4130c-640c-4d00-a763-2e79a2313004,Student,10% Cashback,0
f23a6148-828c-490f-ab85-5f46b2ef69cf,Student,None,0
be952f6c-6725-45a4-b800-c4545260e552,Student,10% Cashback,0
46d3cc73-9c21-4dc7-a034-4eda5aa94b1a,Student,10% Cashback,0
49c8064a-0a46-47ee-a410-9df320e192ac,Student,10% Cashback,1
21f34980-4b6c-4836-ae98-e3b4613837fd,Student,None,0
cf5c45c6-25b6-44d2-99e5-b72d331d2087,Professional,10% Cashback,1
972d9eae-a539-481d-9998-89be65f3bac5,Professional,10% Cashback,0
467d3451-c580-4bc2-963e-75f14a83faf2,Professional,None,0
8814743c-d8ae-4fce-a9b6-780a7cde3a55,Professional,10% Cashback,0
c71f5183-c5fa-4202-a723-024566f20d80,Professional,None,0
b260c349-930d-4d4f-a693-bd7aeb0acf0b,Professional,10% Cashback,1
1823631d-27f1-4188-87a2-051b910593df,Professional,None,0
461d45e7-8d08-422d-916e-2856b513602a,Student,10% Cashback,1
b4d08aff-489e-47eb-a539-aaec0b857d49,Professional,10% Cashback,0
7ff3c5d6-ed0a-4c22-a815-bf98f167e73a,Professional,10% Cashback,1
997f0278-a6e7-4308-95c0-5a4076d84f1a,Professional,10% Cashback,1
155a78ef-ab50-4589-b576-b63ab5f7ad1f,Student,10% Cashback,1
04343668-7c5e-4718-aa96-65df3e2a1ddb,Professional,10% Cashback,1
0118211e-a307-43da-b2de-38c3d294d942,Professional,10% Cashback,1
332e4ca7-0dad-4dc4-a70a-ff7360422752,Student,10% Cashback,0
6d1fb15b-ed64-43c3-bd02-88171dbbbfab,Student,10% Cashback,1
1948e734-6199-4e8b-98f1-f00677f9cb70,Professional,10% Cashback,0
c176c2d5-2f1d-4bde-a16d-8d3c9b3c696a,Student,10% Cashback,1
08cb6c2f-2e87-47eb-8e63-27e5e7e296cb,Professional,None,1
a019d99a-727b-487c-b83b-90d3f943377f,Professional,None,0
d81388ff-0484-476e-ba5c-8921c3aa2cbe,Professional,None,0
a9fd6558-4559-4245-bfc0-8a61bca675cd,Professional,10% Cashback,1
d92d0644-baef-4901-8b6d-f4620dee7e75,Professional,None,1
4001c443-1e94-4ca8-bc83-8fd73394b3da,Student,None,0
695dbb59-06f6-44e1-a1bf-7dbb4c218962,Professional,10% Cashback,0
f72ca645-94d2-4721-980e-116d1ea3fe17,Student,10% Cashback,1
934ea90a-32c1-4103-9637-00b9d1e32b5a,Professional,10% Cashback,0
2cba7121-b3bb-4dac-b0a4-3546416ef5ce,Professional,10% Cashback,1
81a5c0e8-360a-4e40-ab1b-86946aa21737,Student,10% Cashback,1
1aaacd1d-168f-4517-92cd-973d655bb6f1,Professional,10% Cashback,1
96a178b5-9409-4c55-b629-1ce348a64d53,Professional,10% Cashback,0
791ffc96-5d4a-433d-b348-0e3a207b7491,Professional,None,0
9bbc0d98-c4de-42f8-8e6f-1feac8361aac,Student,None,0
5fa551b9-8953-4d68-bc1c-c138859b07c2,Professional,None,1
24835323-da30-46a7-8508-e82d0f9ed432,Professional,10% Cashback,1
076219b3-5bac-4220-affb-8d649a355225,Professional,10% Cashback,1
baae6121-9aef-4535-9157-bd7d0b0c8158,Professional,10% Cashback,1
e3a454cb-0e4f-490d-9b47-aa7f4e48b4bb,Enterprise,None,1
f2142567-0c51-4ccc-b617-f87e60c6eb7a,Professional,None,1
00e87222-490a-4f25-a812-5fd88113b1c2,Student,None,1
36095274-4d56-416a-b8bc-772cb054830e,Professional,None,1
ef4b266b-12dd-47f4-9941-3440e56c514b,Professional,None,0
8562504a-27f8-4626-906e-0d220c8d9b4d,Enterprise,10% Cashback,1
43b1b7eb-5745-4988-b24a-00d3e42c94b9,Professional,10% Cashback,1
38bc1bdf-d35e-4877-932b-b4a2d8a9ad82,Student,10% Cashback,1
c435d30f-1a0c-4d88-bdf9-a00623062c76,Professional,None,0
270a4883-5ff9-4bd5-bc98-01b28b9eddaf,Student,10% Cashback,1
7e401583-5468-4d30-ba50-af127fbcd81a,Professional,10% Cashback,1
275b4204-975a-403c-863a-d29088a480d8,Professional,None,0
45f1c566-8b48-4dd7-8b0b-1787dda0b609,Enterprise,10% Cashback,1
def7daca-db22-40cd-952b-62f619b7059b,Professional,None,0
a2d754d2-8d9f-4284-b10a-e2ce2898aaf6,Professional,None,0
634d844b-3107-48a8-baf3-b4023dacf1ae,Enterprise,None,1
22addfb9-e2f1-4056-adcf-62968546ecb6,Enterprise,10% Cashback,1
8ac1fbc4-58fd-4981-af6e-eefef475ccb5,Student,10% Cashback,0
6bbe7548-1155-48e8-bf50-3345de623ec6,Student,10% Cashback,0
bb1ac7e9-aac8-4f93-8c67-93d46b279845,Enterprise,10% Cashback,1
92f301b9-a253-4858-80e5-2f6492eeb9c1,Student,10% Cashback,0
80c01879-bcf5-445c-8cf2-6387b45d3b61,Enterprise,10% Cashback,1
102223c8-cc47-44b7-88af-87e9e5030aa0,Professional,10% Cashback,1
345bd7c4-afae-4eae-afed-6df9bf91b754,Student,10% Cashback,1
8f7f4510-14f2-434c-a123-585889c55a4e,Professional,10% Cashback,1
b26c62ef-6b9e-4988-8939-12f447bc8029,Enterprise,None,1
b8ab11aa-beec-4096-a434-0002c31ee9f6,Enterprise,None,1
b061028f-17cf-4cc6-b87e-49d3034ee70c,Professional,10% Cashback,1
12568d51-4b61-49fb-96e7-fac2a9ee20ac,Student,10% Cashback,0
b17755a6-d022-4a62-9e38-4f2eae852541,Student,10% Cashback,0
56963904-7234-438e-819e-2e3d8386bdb9,Student,None,0
1d392117-4156-44fd-8c49-7bd88f4891d4,Professional,None,1
8e9d6e2f-4c63-490f-86ca-652c05bf8fc3,Student,10% Cashback,0
2a574839-391d-4375-b8f6-39e8b854a7e0,Enterprise,None,1
91bc2658-7ecd-4d3c-a2c1-744b33202037,Student,10% Cashback,1
072e8521-94d3-4b96-8050-f8c80b9df9ee,Professional,10% Cashback,1
064d9457-563f-4214-920d-e77a8a5df61e,Student,10% Cashback,1
e15a2ad8-8cb4-4217-93cc-9b7f300cabcb,Student,None,1
fed3ca05-ebce-4e48-b6c9-6d5a90dda4cb,Professional,None,0
0a9f2f8a-e4f6-4394-90f3-36d56f091031,Professional,10% Cashback,0
8f0b169b-576d-468e-baf4-619006a387ec,Enterprise,10% Cashback,1
1eda9596-ac81-44d4-bb5e-4232631eb20d,Professional,10% Cashback,1
cb21df83-c4af-4441-a6a4-0a1d17e7ab22,Student,None,1
8990642e-0006-4820-89d6-7b15fa896ea2,Professional,10% Cashback,1
cb861fec-cb02-4530-925d-0e626cbd4cd1,Enterprise,None,1
b2f258ff-f322-4c92-a8d9-e617d2066e3b,Student,None,1
5c8cd57f-8324-4a1d-a56e-e6767a69345b,Student,None,0
28a6b550-65e6-4f7e-9170-1781b80791f4,Professional,None,0
be7e16a9-7f1d-43d4-8d97-6bc20fe38de3,Professional,10% Cashback,1
edbc1352-5292-4915-9491-afd05218ccea,Student,None,0
fc1e619b-54b3-44d6-8786-2c691f7c5e34,Professional,10% Cashback,1
fb0922d9-1d0d-4a62-a3e1-b7702cd47ca8,Enterprise,None,0
754da70a-b94a-449b-9ccf-4998eb1764d2,Enterprise,10% Cashback,1
e8309bb0-354e-46d7-8df1-645ae3d4f36a,Professional,10% Cashback,1
be593e37-0d13-4027-b6fb-0df45716f0b6,Professional,None,1
229ca5ee-e612-47c5-8da6-4057e5b407bf,Student,10% Cashback,1
1224a3ae-b245-4772-95f2-e2e525e34879,Student,10% Cashback,0
f504da6d-355c-4d28-a077-f1d2aecf1fcb,Enterprise,None,1
06a6e7d9-a89c-427f-9a35-fcbd1238a77b,Student,None,0
59f46083-61f5-42da-b42b-31dec1a73df6,Student,None,0
694b8cdd-4593-45bc-831f-5bd73a386e56,Student,10% Cashback,0
1d8c0911-738a-43d5-830c-fdcc1802708f,Professional,10% Cashback,1
8a95e546-412b-4ca6-b0d6-f6c4804f9353,Professional,None,1
ac581616-6bf0-4917-b098-a5b4080b813d,Professional,10% Cashback,1
1c42fcb4-f99b-46f9-a3bb-e3a975dfa481,Enterprise,10% Cashback,1
544d0895-bfb9-4eda-8ee9-43bc21b703cc,Professional,10% Cashback,0
5fd3baf8-f236-4e21-90e6-010f3e065c42,Professional,10% Cashback,0
bdcd7b75-d1aa-4179-a904-6d0b1cb55250,Professional,None,1
95bc89e3-db64-4b89-b29b-c656203e50f6,Professional,None,1
4b566385-53dd-47a4-b945-911d4ce80871,Student,None,0
6616fcff-5ee9-4fe4-ac1e-910f9be23513,Enterprise,None,1
3606e5b5-09f0-445e-91c0-fc5c2031231f,Professional,None,0
b51d13eb-a8f7-447c-8570-1cbb94b9fcc1,Professional,10% Cashback,1
0aa98324-17c1-4989-ba15-5ae7a11a36ec,Professional,10% Cashback,1
fb3dd3f0-eea1-48cb-9523-0bda419bc33b,Student,10% Cashback,1
6be3339a-f4b0-41ec-9c21-446b3274cfae,Professional,None,1
67701335-2f8d-4f42-8ea6-81a9f847b379,Enterprise,10% Cashback,1
42f7df2a-87d1-46a5-a0f5-153ec3ffa94e,Enterprise,None,0
178ea0df-3df7-4bf3-ac3b-28c31c7f52b7,Professional,None,0
7af0e318-32f3-4318-b7f8-7c0f5fb8e40b,Professional,None,0
b38082c4-e325-4577-8fec-65202d0a47fd,Professional,None,1
4dcb8a07-de36-4497-9968-225f1e0a9c08,Student,None,0
13096c71-eac4-4dad-9751-f8e9e0566c38,Student,10% Cashback,1
0fbe0c8e-bb6b-4e89-a7bb-019cdcd81077,Student,10% Cashback,1
77404fc2-2f7d-4379-afb8-2fd825804c30,Professional,None,0
17e8bee6-f33c-4aa5-a00b-b58b73189a20,Student,None,0
91cdb344-44bb-406b-b04d-e426ebc3369e,Professional,10% Cashback,1
e848eab9-6d9a-459f-80c1-a0d64c2a0b9c,Professional,10% Cashback,1
b8b7bd78-a4ba-47c0-b8ab-1e46eb164841,Enterprise,None,1
4582e4f4-f85f-4c01-956c-6b4453ef2ef1,Student,10% Cashback,0
06e644f4-05b3-4fbb-9bb1-8c7a76198edf,Student,None,1
161d34dc-2d82-4786-b5ba-7d31a4384412,Student,None,0
7043c305-26ff-4cb7-8db9-c37400ffe799,Student,None,0
a8122fd7-a663-4ef4-9655-45721bf62c28,Professional,10% Cashback,1
d1c3e68b-b46e-4af4-8079-e92a80ea0ce7,Student,10% Cashback,1
25e71686-f1e8-46aa-9a9c-66f18e93e50a,Student,None,0
e28e228d-fb9b-44de-9104-19bf5871fecc,Professional,10% Cashback,0
ab76f3df-ca7d-446f-80e4-cdc95517d1f7,Student,None,0
5fd290d4-9dec-4950-9117-335bdc52dc4d,Professional,10% Cashback,1
9e11e05e-c884-4cf4-a6b5-3f45cf31cd5a,Professional,10% Cashback,0
646471c2-f8fa-4d10-ba15-281682a79fdc,Enterprise,None,0
5d0a8bda-723e-4bd3-aa87-63d8363beb45,Student,10% Cashback,1
be564451-ac79-43ed-a444-a7a2e8a158b3,Professional,10% Cashback,1
d6e07bf6-8b44-49f3-aaed-54f9a9246197,Professional,10% Cashback,0
9108f41d-8741-4f6e-960f-4c4ce1f11786,Student,None,0
2fd5f483-70cd-4caf-8d63-b2b0d67038f5,Enterprise,None,1
f47cef81-ce5f-48d4-8606-95e729b1f00b,Professional,None,0
c38f898e-1b13-4f02-986c-1c91935e3f00,Professional,None,1
f20eb69e-ef2c-42d4-8419-cbbd43f03eb4,Student,10% Cashback,1
5620ace2-e1d2-46b9-82b3-758d98dd52d9,Student,10% Cashback,0
7a218040-85d5-41d3-8040-ed9bda323d33,Professional,10% Cashback,1
ae86bb95-efad-448c-982a-17e42f40c044,Professional,10% Cashback,1
03b25dc2-91d3-4035-9a4d-7a88b9ed208e,Professional,10% Cashback,1
265bc1d0-c3ff-4c58-91f4-6f231efb90e7,Student,10% Cashback,1
ebe52fa8-e65f-4a50-81dc-5aabdbecc233,Student,None,0
